,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank
Zhihu,0.052000000000000005,0.00169231557792482,0.08485121990571422,0.3004444444444444,0.0029220503679916444
Infobip,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Coveo,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Just,0.042,0.0027219815632142526,0.010533695098072495,0.3093047363717605,0.002790215927917899
C3.ai,0.01,0.00011115380416482533,0.0021369598189625734,0.2666502311248074,0.0009706501490958549
OneTrust,0.016,0.0,0.0029452525233399636,0.26420763358778626,0.0013843564254941657
Blend,0.042,0.0010395830450152439,0.017430949131416188,0.32166542750929367,0.0025516219078740828
Apus Group,0.012,0.0005353632598253243,0.006481969057923998,0.2670617283950617,0.001131869674639214
Bright Health,0.058,0.006882776466371187,0.01417988558508132,0.3265207547169811,0.003631648402977389
Horizon Robotics,0.014,0.00046287079326423283,0.015021748675195408,0.2687204968944099,0.0011198838386975159
58 Daojia,0.036000000000000004,0.0017999742698550274,0.008232708387955603,0.2811632818846466,0.002770437284556118
Apeel Sciences,0.044,0.0072951172776199455,0.021083016344805052,0.31988170055452864,0.0029881724848379054
Coinbase,0.028,0.0033772637871554074,0.005446457799481191,0.2940628717077315,0.0021665289583101357
Auto1 Group,0.042,0.0042042308701690755,0.016338015064101163,0.30494449339207047,0.002702611933376598
ThoughtSpot,0.046,0.0021113894804761783,0.015889253278912392,0.3243786316776007,0.002756676371311577
Nextdoor,0.01,0.0,0.0005512605469368589,0.23787766323024054,0.0011382144343881672
SoFi,0.026000000000000002,0.0028693305991591097,0.01685926722218848,0.30710913930789707,0.0017595286172756468
iCarbonX,0.012,0.0,0.0013980329835891613,0.24757653791130185,0.00126291138198576
Infinidat,0.038,0.004542159981022937,0.018978227414164578,0.3184103035878565,0.0025846036696605353
C2FO,0.01,0.0,0.0008181501146610297,0.24687018544935807,0.0011318602368497954
TripActions,0.066,0.009298459791820195,0.02838356254909652,0.3389931439764936,0.003959193081522182
Intarcia Therapeutics,0.034,0.0,0.010181997481550565,0.3057526501766784,0.002174342790161877
Lookout,0.04,0.0019936208736071443,0.015879801886865046,0.3129403254972875,0.002491309824444142
KeepTruckin,0.052000000000000005,0.005933106721718247,0.017276446831370362,0.32806824644549765,0.003382855703543428
ZipRecruiter,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Uptake,0.036000000000000004,0.0033266533066132263,0.010193030996651715,0.3060229885057471,0.0025588615520460885
AIWAYS,0.002,0.0,7.4799400253939465e-06,0.1559063063063063,0.000932359744180188
Womai,0.044,0.004692015243148671,0.04749583666607897,0.29134006734006734,0.0028380118352656874
dLocal,0.002,0.0,0.00019990507308462023,0.212078431372549,0.00047630724959620366
N26,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Hosjoy,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Xiaohongshu,0.034,0.004941862611784331,0.01713056022550758,0.2933152542372881,0.0026283269214180866
Discord,0.076,0.02048992381516992,0.09198387263954025,0.35281549439347604,0.0041077746231254295
Gympass,0.068,0.006920245407055285,0.02436805838420806,0.33120765550239234,0.003924641660375148
Age of Learning,0.002,0.0,0.00014921434055335895,0.21286100861008608,0.0004883187588017282
Magic Leap,0.052000000000000005,0.008870385423419187,0.022260751760107035,0.3302595419847328,0.003280675835581896
Turo,0.03,0.0010399500764065833,0.011499702588268908,0.3046760563380282,0.001960668677832493
WTOIP,0.002,0.0,4.617002149090509e-06,0.16264661654135337,0.0008836511262210085
Stripe,0.038,0.0031133207499224294,0.010720432652971743,0.31958633425669436,0.0024584785163605147
TangoMe,0.032,0.004202548017367848,0.00619363760472026,0.28939130434782606,0.002518125228491886
Liquid,0.032,0.0,0.04303623097338575,0.27666826538768985,0.0019200918090921393
Udaan,0.044,0.002289764137191415,0.030276790929766595,0.33184276126558004,0.0026015671912880596
Fanatics,0.088,0.009490054136779112,0.03603223457671794,0.3366848249027237,0.004935569058713075
PolicyBazaar,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Tubatu.com,0.062,0.001588109206493047,0.15257409429267607,0.30656510186005315,0.003260910644012828
You & Mr Jones,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Postman,0.028,0.003184285811231828,0.0053700929941425685,0.28914954051796155,0.0021160962821667267
Mu Sigma,0.07200000000000001,0.0028751948667442837,0.03242827743132665,0.32590583804143125,0.003808849266325849
Afiniti,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Allbirds,0.032,0.0012261494753375015,0.013629898185017999,0.3062938053097345,0.002172819443264175
TechStyle Fashion Group,0.01,0.0,0.007845799138018745,0.27867310789049915,0.0008698144093539197
TERMINUS Technology,0.032,0.0,0.04303623097338575,0.27666826538768985,0.0019200918090921393
Chainalysis,0.032,0.0033266533066132263,0.0059771885112084614,0.2843976992604766,0.00245663672968438
Huike Group,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
SoundHound,0.042,0.0,0.0810271093555286,0.2918313659359191,0.002289132134739475
HuJiang,0.01,0.0,0.005898433396673409,0.25925992509363294,0.0009758556530505508
Oscar Health,0.028,0.0007993390736137545,0.008732629164294679,0.3014912891986063,0.0018778462963775855
Auth0,0.028,0.00466733002353437,0.004475790369981458,0.28675393537696764,0.002335321069810289
Coupang,0.05,0.0012073970039810848,0.024441217000492486,0.30902857142857143,0.002777905199732637
DianRong,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
HyalRoute,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Klaviyo,0.032,0.0007230077102832043,0.006162790926849653,0.2915855096882898,0.002202506837000587
Yiguo,0.066,0.017943264698986335,0.025371671217808898,0.3283795066413662,0.0044629708492610115
Indigo Ag,0.002,0.0,0.0011216344809208726,0.23919281271596404,0.00044252272523149784
DigitalOcean,0.05,0.017493941572609386,0.021126805915142946,0.31695238095238093,0.003635813026090666
Quora,0.036000000000000004,0.0029163701321166958,0.016904975487935684,0.32256477166821995,0.0023184035548557413
SHEIN,0.088,0.020891506025485,0.1553880948902316,0.33999214145383105,0.0049568670025507645
Keep,0.026000000000000002,0.0012359954164544115,0.016604643776428462,0.294312925170068,0.0018979933678373436
Wildlife Studios,0.032,0.0024835740270538324,0.009498136155443027,0.3095813953488372,0.0021975470223938526
Northvolt,0.032,0.0033266533066132263,0.017979422423135803,0.30710913930789707,0.002412093114515364
KK Group,0.01,4.962305563507967e-06,0.017897589574361696,0.2508057971014493,0.0008825965076404945
Dataiku,0.018000000000000002,0.0025806837027765777,0.003234242596366899,0.2780016064257028,0.0015810721235396002
FlixBus,0.028,0.0,0.010420706672346474,0.294312925170068,0.0017354061491701277
Canva,0.064,0.0036680822284793453,0.14987327470370168,0.32136675951717736,0.0033365912421540827
Tuya Smart,0.034,0.0,0.010181997481550565,0.3057526501766784,0.002174342790161877
VTS,0.004,0.0,0.00016384238280629066,0.21524378109452735,0.0007420381090984343
Collibra,0.046,0.005494751844404792,0.01129484467128324,0.32806824644549765,0.003088847911701144
Hike,0.012,0.0,0.0013980329835891615,0.24757653791130185,0.0012629113819857603
BeiBei,0.004,0.0033266533066132263,0.004922473166732089,0.2241658031088083,0.0011559837473887674
Scopely,0.004,0.0,1.1192277916399948e-73,0.004,0.0023049441051052636
4Paradigm,0.054,0.0,0.1468771420160002,0.3054827890556046,0.002755131032254397
Dxy.cn,0.052000000000000005,0.0013136792981532116,0.09087535990964167,0.2986298533218292,0.0028259461720766613
Coursera,0.056,0.0057057245559719375,0.020063778982888393,0.3328,0.0034385398301873486
Netskope,0.054,0.007378780127515614,0.014192411436280675,0.32590583804143125,0.003335028950946155
Glovo,0.004,0.0033266533066132263,0.0004288415790124828,0.230895263509006,0.0011919889727069885
Cars24,0.022,0.0,0.022734665413981305,0.30281014873140855,0.0014512016468659049
Intellifusion,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Klook,0.09,0.021152633263707022,0.16249432575830344,0.3471534603811434,0.0048662879139129795
Krafton Game Union,0.044,0.0033266533066132263,0.08111488221036742,0.2920776371308017,0.0026601081363368953
OutSystems,0.016,0.0,0.005200641603786303,0.26141389728096676,0.0013837669855210058
BrewDog,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
MindMaze,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
SentinelOne,0.034,0.0016423927834055307,0.013365885635347914,0.3007054735013032,0.0022773275201468683
Tresata,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Quanergy Systems,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Razorpay,0.044,0.0024325648362825514,0.016467131294138113,0.3166623970722781,0.002772024870499479
Katerra,0.028,0.0022105427578182958,0.00870529870661904,0.3014912891986063,0.001960032427782037
Ximalaya FM,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Miaoshou Doctor,0.098,0.007405711762178981,0.1994773583577764,0.3299447092469018,0.004999884653446839
Relativity Space,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Unisound,0.024,0.0032198130215527103,0.021072035763846923,0.29036241610738256,0.0018166710252668049
Via Transportation,0.016,0.004454226730864398,0.0002893020412811991,0.22606923579359897,0.0025814124564099527
Instabase,0.098,0.01814060899869556,0.038862320342647715,0.3609092805005214,0.0055145315629716255
CAOCAO,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
GOAT,0.004,0.0033266533066132263,0.0007059217325324519,0.23151304347826085,0.001183393717005402
Rent the Runway,0.026000000000000002,0.0013102778872972117,0.010747345783747921,0.2988877374784111,0.0019053534305395674
Hippo,0.01,0.00019519009531915077,0.00252397089379582,0.26023458646616543,0.0009598438137100669
EBANX,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Promasidor Holdings,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
LegalZoom,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
CMR Surgical,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Gousto,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
HuiMin,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Rani Therapeutics,0.028,0.0,0.011449539620402415,0.30440809146877745,0.0017755182888844843
WeLab,0.054,0.0,0.1468771420160002,0.3054827890556046,0.002755131032254397
Bolt,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Docker,0.044,0.0024873251220940544,0.017483731139206073,0.3231671335200747,0.0027169831272350078
TELD,0.002,0.0,0.004933235398552373,0.2241658031088083,0.00044114264569297386
Dadi Cinema,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Revolution Precrafted,0.002,0.0,3.519160648358781e-86,0.002,0.0023049441051052636
Kuaigou Dache,0.054,0.0,0.1468771420160002,0.3054827890556046,0.0027551310322543967
Patreon,0.034,0.004233208872531463,0.007533468489764028,0.31097214734950585,0.0024336973709033444
DataRobot,0.038,0.0012249225781942037,0.010921352699629672,0.3079288256227758,0.0024622435056716793
Vox Media,0.044,0.0030534913187464127,0.015372294996830562,0.30494449339207047,0.002695656627902973
Luoji Siwei,0.098,0.007405711762178981,0.1994773583577764,0.3299447092469018,0.004999884653446839
Verkada,0.052000000000000005,0.0020495011046945165,0.024638014112591013,0.3093047363717605,0.002916381438429412
Swiggy,0.012,0.0,0.0009713285976107231,0.24757653791130185,0.0013194372672059723
ezCater,0.02,0.002151114861904987,0.0024026658657373906,0.2704,0.0017932569699678036
Starry,0.026000000000000002,0.0005876949680607103,0.004916082711766197,0.2940628717077315,0.0018887404078050867
Kaseya,0.016,0.0,0.0029452525233399636,0.26420763358778626,0.0013843564254941657
Pat McGrath Labs,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Yello Mobile,0.002,0.0,0.00010081728964979698,0.20516419679905157,0.0005211589140693324
Zhaogang,0.042,0.0013323960885118667,0.05908566702697057,0.28914954051796155,0.0025049609752860846
Avant,0.006,1.5574005153163466e-05,0.001549918082685092,0.25026174981923355,0.0006651878135527146
Rivigo,0.014,0.0005369316009392052,0.007195213452715054,0.2618093797276853,0.0015160018952255863
GalaxySpace,0.01,2.0968921970925976e-05,0.011187094661724073,0.24460212014134275,0.0011141004880919026
Geek+,0.012,0.0,0.00667409112577274,0.248286944045911,0.0014003194928128284
Oxford Nanopore Technologies,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
JUUL Labs,0.026000000000000002,0.0,0.01219544588639058,0.29556959863364646,0.0017654673002770772
Confluent,0.076,0.0075584566738881856,0.03374989862643106,0.34680561122244485,0.00416243309263341
Symphony,0.032,0.0016058340159667553,0.018016573458334625,0.3084777183600713,0.0021908767509817286
Alto Pharmacy,0.016,0.0004192026017516142,0.009282793922173795,0.28842666666666666,0.001287477689769323
Figma,0.068,0.010106025046214072,0.026053617170067628,0.34925529767911195,0.004111268033575643
KnowBe4,0.016,0.0,0.005200641603786303,0.26141389728096676,0.0013837669855210055
Samsara Networks,0.058,0.00414424407939984,0.029479347723687172,0.33999214145383105,0.0033861350769458713
Remitly,0.002,0.0,0.0005464470099162784,0.22329806451612902,0.0004550874972233414
23andMe,0.062,0.004194103477690523,0.02095341312869243,0.3296304761904762,0.003622007346702535
Yixia,0.084,0.019237590014709115,0.15366129010683877,0.3454211576846307,0.004590474152625332
Ivalua,0.042,0.006223855867870169,0.016850805879290637,0.3132235294117647,0.0028363533587155297
Biren Techonology,0.034,0.0012313435527938567,0.0431343005892809,0.27688959999999996,0.002153605978807995
Emerging Markets Property Group,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Zhuan Zhuan,0.044,6.952864204493766e-05,0.08596416287157013,0.2925714285714286,0.002379205360872578
Attentive Mobile,0.05,0.005099397285310909,0.024285202176084195,0.30902857142857143,0.0029900840970672896
Lightricks,0.046,0.005286457415559857,0.019691590049219533,0.3222644320297951,0.0031665609205094895
Gusto,0.054,0.0053278435896229335,0.022058664090262543,0.33057497612225406,0.003317016867304267
JOLLY Information Technology,0.06,0.0019480873449315207,0.1488125742016894,0.3073818827708703,0.0032045059950708632
Easyhome,0.024,0.006637274549098196,0.004123938523373294,0.26624,0.002334619393599242
Zipline International,0.074,0.007013581694112746,0.033534770389284256,0.3353798449612403,0.004214355190458268
reddit,0.066,0.007433775903106425,0.03356846584467262,0.3475020080321285,0.003591605596355968
WEMAKEPRICE,0.002,0.0,0.0027125228892347264,0.21631999999999998,0.0004484479875093387
LinkDoc Technology,0.034,0.0,0.010181997481550565,0.3057526501766784,0.0021743427901618766
Applied Intuition,0.058,0.00414424407939984,0.029479347723687172,0.33999214145383105,0.0033861350769458713
Toast,0.078,0.0145776207871419,0.026393514155517963,0.3440477137176938,0.004674326659396713
Dingdong Maicai,0.034,0.0015078783666671756,0.02087736196758302,0.31753394495412846,0.002009611303412824
Cybereason,0.054,0.006704025645782987,0.016988226767393838,0.3084777183600713,0.0033972834543742267
Actifio,0.03,0.006637274549098196,0.011586986819058296,0.29940484429065745,0.0023997261765812076
Tokopedia,0.032,0.00498390917970317,0.00804065044839536,0.29085042016806717,0.0024677615956902777
Nuro,0.07,0.00855644210169678,0.03621826538581651,0.3413333333333333,0.003868322249557858
Faire,0.076,0.008560529735832727,0.031029437388231464,0.33734113060428844,0.00431554011484375
Ovo,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
MUSINSA,0.046,0.0,0.024218419430825137,0.30710913930789707,0.0024929048075305747
Klarna,0.088,0.008823957370155783,0.03588294286687466,0.3413333333333333,0.004730995360254555
17zuoye,0.036000000000000004,0.0028754451708468414,0.026075033912057923,0.30902857142857143,0.002314591882014978
Upgrade,0.02,0.002268644515530628,0.003704852359222005,0.27146039215686274,0.0018026303538854318
Lyell Immunopharma,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Ziroom,0.088,0.028289570839157095,0.15540766109375082,0.336357628765792,0.005096960358757304
Circle Internet Financial,0.052000000000000005,0.0062204526593230836,0.017324055366167716,0.3126576332429991,0.0032659975398672447
Argo AI,0.002,0.0,0.0006012554043799832,0.22445654993514913,0.0004739194549629568
OfferUp,0.064,0.015266150994965673,0.031355868574635425,0.3471534603811434,0.003943054331188183
Airbnb,0.044,0.0017690607216791052,0.021454856897244176,0.3187034990791897,0.0026625236349891806
Kavak,0.06,0.004316866397324547,0.037393673143888896,0.3265207547169811,0.003331426871598049
Cato Networks,0.026000000000000002,0.0,0.01156103823982442,0.2988877374784111,0.0017115877960931164
Nxin,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Trumid,0.006,0.0,0.001875514795511434,0.26420763358778626,0.0006767649774155695
OVO Energy,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Cell C,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Meizu Technology,0.022,0.0,0.004119470923025599,0.2658310291858679,0.0018213382953601045
Tradeshift,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Traveloka,0.004,0.0,0.00010864094457053883,0.20146216530849825,0.0008324915556517951
Airwallex,0.108,0.0193323868422591,0.20641837888788658,0.3597837837837838,0.0054113610220877005
Kendra Scott,0.012,0.0,0.0009713285976107231,0.24757653791130185,0.001319437267205972
Mofang Living,0.014,0.006637274549098196,0.006681329026067581,0.24864367816091956,0.0019487214311020244
Druva,0.052000000000000005,0.0020415256100287807,0.025125135150982567,0.31522040072859747,0.0028596533181149525
Youxia Motors,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Pine Labs,0.0,0.0,1.4904225079203465e-107,0.0,0.0003457416157668141
Deliveroo,0.052000000000000005,0.006303702327061568,0.020788680783513504,0.32498779342723005,0.003159836725366494
SmartNews,0.006,0.0,0.0012304075216456952,0.2513522149600581,0.0007433582256789672
