,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,In-degree Centrality,Out-degree Centrality,Elongation,Expansion,Teacher Disciple Degree,Colleague Degree,Unidirect Density,Bidirect Density
139,Easyhome,0.028503562945368172,0.0003053953172718018,1.3075633637534427e-38,0.041475244285775245,0.0016816375285294849,0.02137767220902613,0.007125890736342043,5,15,1.0,0.0,0.014218009478672985,0.0
140,Snapdeal,0.035629453681710214,3.723183651924744e-05,7.920893354662339e-57,0.0023752969121140144,0.0008589730831841427,0.0023752969121140144,0.0332541567695962,7,260,1.0,0.0,0.017772511848341232,0.0
141,Huaqin Telecom Technology,0.007125890736342043,0.0,1.0279582383823419e-48,0.009501187648456057,0.0017922589207795428,0.007125890736342043,0.0,0,0,1.0,0.0,0.0035545023696682463,0.0
142,Tokopedia,0.03800475059382423,0.0020191775510743954,1.0425977899180727e-48,0.012215812690872073,0.0011533068650793753,0.011876484560570073,0.026128266033254157,6,252,1.0,0.0,0.018957345971563982,0.0
143,Yiguo,0.07838479809976247,0.006216520639874898,6.220299489823555e-45,0.02974284829081896,0.0014810358876681945,0.023752969121140145,0.05463182897862233,7,231,1.0,0.0,0.03909952606635071,0.0
144,SenseTime,0.06413301662707839,0.00563463433034183,4.097348342352186e-40,0.04800150378509544,0.0017914456583714101,0.030878859857482188,0.0332541567695962,6,204,1.0,0.0,0.031990521327014215,0.0
145,Mofang Living,0.0166270783847981,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.0166270783847981,6,211,1.0,0.0,0.008293838862559242,0.0
146,Zhangmen,0.023752969121140145,0.00017910962091484655,1.3488397410657451e-27,0.06841718851220038,0.002244692754273966,0.019002375296912115,0.004750593824228029,4,6,1.0,0.0,0.011848341232227487,0.0
147,Gojek,0.023752969121140145,0.000717638599382746,6.09966334015069e-47,0.010134600158353128,0.00100380575517563,0.004750593824228029,0.019002375296912115,6,208,1.0,0.0,0.011848341232227487,0.0
148,Rivigo,0.0166270783847981,0.00011420007432901897,2.3564734204610322e-26,0.0654418537011004,0.0027300889405329504,0.014251781472684086,0.0023752969121140144,3,4,1.0,0.0,0.008293838862559242,0.0
149,SouChe Holdings,0.02137767220902613,0.0010752594782964648,3.0501090156016204e-45,0.009897070467141725,0.0012524211017870069,0.007125890736342043,0.014251781472684086,6,192,1.0,0.0,0.01066350710900474,0.0
150,Geek+,0.014251781472684086,0.0,6.918769638950764e-33,0.052090359031504455,0.001246192055841626,0.009501187648456057,0.004750593824228029,4,7,1.0,0.0,0.0071090047393364926,0.0
151,Global Switch,0.004750593824228029,5.6554688383667e-06,7.920893354662339e-57,0.0023752969121140144,0.0009146808952679895,0.0023752969121140144,0.0023752969121140144,1,1,1.0,0.0,0.002369668246445498,0.0
152,OYO Rooms,0.05463182897862233,0.0012442076329080062,3.0683133531379215e-29,0.098428399440341,0.0013391235765873029,0.023752969121140145,0.030878859857482188,8,95,1.0,0.0,0.027251184834123223,0.0
153,Cambridge Mobile Telematics,0.045130641330166275,0.0,1.0872359586313523e-26,0.098166567695962,0.0012888891252193268,0.02137767220902613,0.023752969121140145,8,93,1.0,0.0,0.022511848341232227,0.0
154,Delhivery,0.052256532066508314,0.0011543399480284451,4.618540120179804e-20,0.1351147349433042,0.0018274790373378348,0.030878859857482188,0.02137767220902613,4,32,1.0,0.0,0.026066350710900472,0.0
155,FirstCry,0.04750593824228029,5.674320401161256e-05,1.1204175841189947e-14,0.17371574431878614,0.005788298797379248,0.04275534441805226,0.004750593824228029,2,3,1.0,0.0,0.023696682464454975,0.0
156,Fair,0.04750593824228029,0.000336298414852877,1.9077272152147023e-25,0.10239515233521837,0.0015758953723297687,0.026128266033254157,0.02137767220902613,8,92,1.0,0.0,0.023696682464454975,0.0
157,Ola Cabs,0.10926365795724466,0.003051919275453914,1.4808674535197864e-50,0.01800225028128516,0.0009686198620724342,0.014251781472684086,0.09501187648456058,5,273,1.0,0.0,0.054502369668246446,0.0
158,Auto1 Group,0.0498812351543943,0.0004499811933218787,1.0425963919028981e-48,0.017884588514740812,0.0009055156733872741,0.007125890736342043,0.04275534441805226,6,179,1.0,0.0,0.024881516587677725,0.0
159,Nuro,0.0831353919239905,0.007960752397757915,3.318874855752428e-21,0.1614222927540563,0.002178110185011493,0.045130641330166275,0.03800475059382423,7,90,1.0,0.0,0.041469194312796206,0.0
160,Zymergen,0.057007125890736345,0.0013347977413128418,5.917606577603989e-28,0.10154394299287411,0.001725008306540144,0.026128266033254157,0.030878859857482188,8,94,1.0,0.0,0.02843601895734597,0.0
161,Cybereason,0.06413301662707839,0.0011872361291261869,1.91634989813905e-37,0.035895345127096114,0.0009313941365117656,0.009501187648456057,0.05463182897862233,8,135,1.0,0.0,0.031990521327014215,0.0
162,Greensill,0.07363420427553445,0.0018470453232499375,1.5114155152281007e-30,0.08981240765331887,0.0013960956924786647,0.030878859857482188,0.04275534441805226,8,106,1.0,0.0,0.03672985781990521,0.0
163,Cohesity,0.0997624703087886,0.0028842700414928196,7.374905547770685e-32,0.07376190841059434,0.0016023770563277002,0.04275534441805226,0.057007125890736345,7,129,1.0,0.0,0.04976303317535545,0.0
164,Globality,0.045130641330166275,0.0,3.2040977191428975e-24,0.10286415771390384,0.0015473149119225034,0.026128266033254157,0.019002375296912115,8,91,1.0,0.0,0.022511848341232227,0.0
165,Ola Electric Mobility,0.07600950118764846,0.0018289812746039426,6.542042094511152e-17,0.18900641738917173,0.003644922224025706,0.061757719714964375,0.014251781472684086,3,12,1.0,0.0,0.037914691943127965,0.0
166,National Stock Exchange of India,0.045130641330166275,0.0,1.3683586050633855e-13,0.17364629527787856,0.0059277756588957215,0.04275534441805226,0.0023752969121140144,2,2,1.0,0.0,0.022511848341232227,0.0
167,Gympass,0.08076009501187649,0.003560204564802961,6.63381444689428e-19,0.15877508640675891,0.0028849346730483805,0.05463182897862233,0.026128266033254157,4,20,1.0,0.0,0.04028436018957346,0.0
168,QuintoAndar,0.07600950118764846,0.0006536703832682793,8.979906874819772e-16,0.1836030961065033,0.004278008473488635,0.06413301662707839,0.011876484560570073,2,7,1.0,0.0,0.037914691943127965,0.0
169,Coupang,0.05938242280285036,9.04875014138672e-05,1.3980376770979024e-54,0.004750593824228029,0.0008515905120149446,0.004750593824228029,0.05463182897862233,6,298,1.0,0.0,0.02962085308056872,0.0
170,Thumbtack,0.057007125890736345,8.765976699468385e-05,5.842180857038827e-42,0.023818949590921085,0.001077945750278278,0.02137767220902613,0.035629453681710214,7,182,1.0,0.0,0.02843601895734597,0.0
171,Carbon,0.08551068883610452,0.0018551166828577553,1.4563836098518241e-43,0.023321096955301227,0.0010718861567171698,0.02137767220902613,0.06413301662707839,6,208,1.0,0.0,0.04265402843601896,0.0
172,Verkada,0.061757719714964375,7.566209381614877e-05,2.8342152197732646e-15,0.1557252846260955,0.004970699952481852,0.057007125890736345,0.004750593824228029,2,3,1.0,0.0,0.030805687203791468,0.0
173,Nubank,0.057007125890736345,5.1825601537172625e-05,1.3368272650290608e-34,0.061446394391531954,0.001267600490228073,0.028503562945368172,0.028503562945368172,7,131,1.0,0.0,0.02843601895734597,0.0
174,Houzz,0.10213776722090262,0.001194645348869984,1.6497634428836945e-52,0.009501187648456057,0.0009238403666360655,0.009501187648456057,0.09263657957244656,6,290,1.0,0.0,0.0509478672985782,0.0
175,MUSINSA,0.05463182897862233,0.0,2.1973345114538138e-16,0.1507532455047606,0.0033343175432645317,0.04750593824228029,0.007125890736342043,2,4,1.0,0.0,0.027251184834123223,0.0
176,reddit,0.07838479809976247,0.0023615288643316036,2.115062669967905e-40,0.030403800475059382,0.0011924176530025694,0.026128266033254157,0.052256532066508314,7,180,1.0,0.0,0.03909952606635071,0.0
177,DJI Innovations,0.0665083135391924,0.0007835571458256436,6.308117607398506e-47,0.019398258115597783,0.001000504714038909,0.0166270783847981,0.0498812351543943,5,240,1.0,0.0,0.03317535545023697,0.0
178,Druva,0.061757719714964375,0.001141974220528683,1.2397521007645816e-18,0.14570247206826778,0.002079490508706345,0.045130641330166275,0.0166270783847981,3,10,1.0,0.0,0.030805687203791468,0.0
179,Playco,0.057007125890736345,1.13109376767334e-05,3.543118091245887e-14,0.15519006374113262,0.006642144272751786,0.05463182897862233,0.0023752969121140144,2,2,1.0,0.0,0.02843601895734597,0.0
180,Confluent,0.09026128266033255,0.0037195077512149257,3.544608482889815e-29,0.11404490077388707,0.0020154761475208796,0.052256532066508314,0.03800475059382423,9,107,1.0,0.0,0.045023696682464455,0.0
181,Zomato,0.057007125890736345,4.1567695961995245e-05,3.235126204633727e-45,0.018429027766401835,0.0009944756243004387,0.0166270783847981,0.040380047505938245,7,209,1.0,0.0,0.02843601895734597,0.0
182,Zipline International,0.08788598574821853,0.0024329186362111173,4.681685946657765e-20,0.14537885742875323,0.002901227910660383,0.05938242280285036,0.028503562945368172,4,31,1.0,0.0,0.04383886255924171,0.0
183,Mu Sigma,0.08551068883610452,0.0,7.920893354662339e-57,0.0023752969121140144,0.0008314005297285014,0.0023752969121140144,0.0831353919239905,6,300,1.0,0.0,0.04265402843601896,0.0
184,Kuaishou,0.07363420427553445,0.00224042165465647,1.0572331790018419e-48,0.014867599190639569,0.0009237785661624082,0.011876484560570073,0.061757719714964375,6,270,1.0,0.0,0.03672985781990521,0.0
185,Bird Rides,0.05463182897862233,0.0,3.238211732466153e-33,0.06283635696007894,0.0013573976714728174,0.030878859857482188,0.023752969121140145,7,130,1.0,0.0,0.027251184834123223,0.0
186,Airtable,0.011876484560570073,7.540625117822266e-06,5.146102471363839e-36,0.028557546966098035,0.0008815358342261106,0.004750593824228029,0.007125890736342043,3,7,1.0,0.0,0.005924170616113744,0.0
187,Attentive Mobile,0.05938242280285036,0.0010907985521999774,4.297689956598694e-13,0.15941590014188015,0.012397714258152384,0.057007125890736345,0.0023752969121140144,1,1,1.0,0.0,0.02962085308056872,0.0
188,Acronis,0.052256532066508314,0.0009695043214145529,2.1312683148592307e-10,0.15878174319371824,0.0030833869074621237,0.040380047505938245,0.011876484560570073,5,24,1.0,0.0,0.026066350710900472,0.0
189,GPclub,0.035629453681710214,0.0,2.4573374233851703e-20,0.10956540577344155,0.0015819697175176173,0.023752969121140145,0.011876484560570073,6,28,1.0,0.0,0.017772511848341232,0.0
190,ReNew Power,0.035629453681710214,0.0,2.7823864601021425e-43,0.026992010364931977,0.001001934343359616,0.009501187648456057,0.026128266033254157,8,170,1.0,0.0,0.017772511848341232,0.0
191,SMS Assist,0.035629453681710214,0.0,1.1990986632734013e-46,0.015201900237529693,0.0008890638171452734,0.004750593824228029,0.030878859857482188,8,232,1.0,0.0,0.017772511848341232,0.0
192,Northvolt,0.03800475059382423,0.000678656260604004,3.530507349903706e-19,0.11105284264429158,0.001850947323181982,0.026128266033254157,0.011876484560570073,6,27,1.0,0.0,0.018957345971563982,0.0
193,Klook,0.10688836104513065,0.006354792477200978,1.7625022265636423e-21,0.13838340671244995,0.002824821912179802,0.07125890736342043,0.035629453681710214,7,68,1.0,0.0,0.0533175355450237,0.0
194,Lyra Health,0.03800475059382423,4.382988349734192e-05,1.8428752165027238e-15,0.1850900733788478,0.0031231797950524894,0.035629453681710214,0.0023752969121140144,1,1,1.0,0.0,0.018957345971563982,0.0
195,Rubicon Global,0.035629453681710214,0.0,3.994570121395462e-40,0.03037879734966871,0.001162766749333245,0.014251781472684086,0.02137767220902613,8,164,1.0,0.0,0.017772511848341232,0.0
196,Infinidat,0.045130641330166275,0.0015570852252223134,2.878700965090961e-50,0.006577745295084963,0.0008520586748982763,0.0023752969121140144,0.04275534441805226,7,261,1.0,0.0,0.022511848341232227,0.0
197,Automation Anywhere,0.10926365795724466,0.009933474821172837,5.93406220759669e-37,0.07027293506027876,0.001998186450543828,0.0498812351543943,0.05938242280285036,8,147,1.0,0.0,0.054502369668246446,0.0
198,Lightricks,0.05463182897862233,0.0015110827896981443,1.8979078227068438e-11,0.15749703087885988,0.002749455454300779,0.03800475059382423,0.0166270783847981,5,25,1.0,0.0,0.027251184834123223,0.0
199,Symphony,0.03800475059382423,0.000459708824147236,1.1097392081276964e-41,0.02867322701051917,0.001079358080395375,0.011876484560570073,0.026128266033254157,8,169,1.0,0.0,0.018957345971563982,0.0
200,Remitly,0.0023752969121140144,0.0,6.099646983109868e-47,0.013460015835312748,0.0008584043436365107,0.0023752969121140144,0.0,0,0,1.0,0.0,0.001184834123222749,0.0
201,RigUp,0.019002375296912115,0.0,2.252404752914856e-20,0.10801766887527607,0.0020658176091335706,0.019002375296912115,0.0,0,0,1.0,0.0,0.009478672985781991,0.0
202,SpaceX,0.019002375296912115,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.019002375296912115,7,282,1.0,0.0,0.009478672985781991,0.0
203,Flexport,0.028503562945368172,0.0010837264854061594,3.782068608057724e-40,0.03577056042896452,0.0017487879422022443,0.0166270783847981,0.011876484560570073,10,111,1.0,0.0,0.014218009478672985,0.0
204,Roivant Sciences,0.023752969121140145,0.0011165870412561962,6.040420945544973e-45,0.026322962501460222,0.001235244976836135,0.014251781472684086,0.009501187648456057,7,171,1.0,0.0,0.011848341232227487,0.0
205,Wish,0.04275534441805226,0.0006958866235248996,1.58192841713853e-56,0.004750593824228029,0.000948518232978178,0.004750593824228029,0.03800475059382423,7,281,1.0,0.0,0.02132701421800948,0.0
206,Next Insurance,0.014251781472684086,0.00015922674643407587,3.38293101008168e-26,0.08164877422610853,0.0010564947245300523,0.007125890736342043,0.007125890736342043,1,3,1.0,0.0,0.0071090047393364926,0.0
207,Upgrade,0.023752969121140145,0.0,1.9795101970256826e-14,0.1568045270364678,0.004679632581673718,0.023752969121140145,0.0,0,0,1.0,0.0,0.011848341232227487,0.0
208,Figure Technologies,0.02137767220902613,0.00025578428785079615,7.573491555065556e-24,0.11191807962170387,0.0016553554671521063,0.019002375296912115,0.0023752969121140144,1,1,1.0,0.0,0.01066350710900474,0.0
209,Alto Pharmacy,0.019002375296912115,5.175729365583454e-05,1.0587834212112184e-22,0.11042024116193598,0.0018269432764829244,0.0166270783847981,0.0023752969121140144,3,6,1.0,0.0,0.009478672985781991,0.0
210,Unacademy,0.0166270783847981,0.0,2.3643804976981555e-06,0.16743731133286327,0.0034156887309653447,0.0166270783847981,0.0,0,0,1.0,0.0,0.008293838862559242,0.0
211,Lianjia,0.026128266033254157,0.0007661438336701316,1.4539346083465336e-43,0.02895108265344762,0.0014143492823525468,0.014251781472684086,0.011876484560570073,8,149,1.0,0.0,0.013033175355450236,0.0
212,Hike,0.014251781472684086,0.0,2.052561264887985e-40,0.025939321960699632,0.0018971500736221364,0.011876484560570073,0.0023752969121140144,4,8,1.0,0.0,0.0071090047393364926,0.0
213,HuJiang,0.011876484560570073,0.0,3.172045193520289e-45,0.015706044888264093,0.0008876760451027189,0.004750593824228029,0.007125890736342043,8,150,1.0,0.0,0.005924170616113744,0.0
214,Koudai,0.05463182897862233,0.0004307110809486106,1.4477371266796533e-50,0.007422802850356294,0.0008765589421565568,0.004750593824228029,0.0498812351543943,7,250,1.0,0.0,0.027251184834123223,0.0
215,Xinchao Media,0.014251781472684086,0.00026015156656486823,3.947747039981655e-37,0.04490795724465558,0.001463814537117379,0.011876484560570073,0.0023752969121140144,1,1,1.0,0.0,0.0071090047393364926,0.0
216,We Doctor,0.014251781472684086,0.0,1.0134808671380479e-48,0.006107906345436036,0.0008511232168880128,0.0023752969121140144,0.011876484560570073,7,230,1.0,0.0,0.0071090047393364926,0.0
217,Xiaohongshu,0.040380047505938245,0.0024708288387453635,5.996949303098495e-47,0.018622327790973874,0.0012294544787926714,0.014251781472684086,0.026128266033254157,6,229,1.0,0.0,0.02014218009478673,0.0
218,iCarbonX,0.014251781472684086,0.0,5.6874002189651234e-42,0.024572037021869116,0.0013312845894543125,0.009501187648456057,0.004750593824228029,4,9,1.0,0.0,0.0071090047393364926,0.0
219,WM Motor,0.019002375296912115,0.00013969008030765748,6.614623160380274e-29,0.05759900315408278,0.0037225233819597934,0.0166270783847981,0.0023752969121140144,3,7,1.0,0.0,0.009478672985781991,0.0
220,Actifio,0.035629453681710214,0.0015891867435810427,7.920893354662339e-57,0.0023752969121140144,0.0011622711711961975,0.0023752969121140144,0.0332541567695962,7,282,1.0,0.0,0.017772511848341232,0.0
221,Figma,0.08076009501187649,0.002372024725265307,1.4171962194266214e-16,0.19763821681211244,0.003934747176622153,0.06413301662707839,0.0166270783847981,3,12,1.0,0.0,0.04028436018957346,0.0
222,Cato Networks,0.030878859857482188,0.0,2.3234071013741703e-14,0.18039706039575887,0.005510474596218804,0.030878859857482188,0.0,0,0,1.0,0.0,0.015402843601895734,0.0
223,Vice Media,0.004750593824228029,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.004750593824228029,8,283,1.0,0.0,0.002369668246445498,0.0
224,Sonder,0.04275534441805226,0.0010203071727503351,7.112294273752214e-19,0.14929665069613776,0.0024647280321031095,0.030878859857482188,0.011876484560570073,4,31,1.0,0.0,0.02132701421800948,0.0
225,Blend,0.0498812351543943,0.0006207143533237865,4.9513899026573646e-20,0.15777548713505332,0.0018437710179883405,0.030878859857482188,0.019002375296912115,4,37,1.0,0.0,0.024881516587677725,0.0
226,Mollie,0.004750593824228029,0.0,1.3980376770979024e-54,0.004750593824228029,0.0012328410380520963,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
227,Aurora,0.07363420427553445,0.005817019714585911,2.2471650905826534e-22,0.15636920446490893,0.0021330523812193333,0.040380047505938245,0.0332541567695962,8,97,1.0,0.0,0.03672985781990521,0.0
228,Convoy,0.0665083135391924,0.003398939944918421,4.156382515390321e-25,0.10374623599603494,0.0014844949453924952,0.028503562945368172,0.03800475059382423,8,98,1.0,0.0,0.03317535545023697,0.0
229,Hello TransTech,0.023752969121140145,0.00012159258002488405,1.3308210726817214e-43,0.022542033440454568,0.0011618982492484229,0.011876484560570073,0.011876484560570073,8,77,1.0,0.0,0.011848341232227487,0.0
230,Zuoyebang,0.08788598574821853,0.0026090453913239784,1.1353629430830868e-22,0.10866244172637762,0.0027053777587331,0.061757719714964375,0.026128266033254157,7,75,1.0,0.0,0.04383886255924171,0.0
231,Checkr,0.05938242280285036,0.0012571118758727363,6.729745438626336e-19,0.1426342508499837,0.0018780678899950856,0.0332541567695962,0.026128266033254157,5,27,1.0,0.0,0.02962085308056872,0.0
232,TuJia,0.02137767220902613,0.0,2.7802560700244214e-54,0.0053444180522565325,0.0009122510631884738,0.004750593824228029,0.0166270783847981,6,230,1.0,0.0,0.01066350710900474,0.0
233,Trumid,0.007125890736342043,0.0,8.642028028413993e-18,0.11791217491930081,0.0011748017538613276,0.007125890736342043,0.0,0,0,1.0,0.0,0.0035545023696682463,0.0
234,Allbirds,0.03800475059382423,0.0005302002035968784,4.405482533711812e-25,0.09476686018417058,0.0014009711233367293,0.02137767220902613,0.0166270783847981,5,47,1.0,0.0,0.018957345971563982,0.0
235,Kujiale,0.06413301662707839,0.0005084762257310611,2.6448043368780712e-20,0.11233394915105128,0.006914739767267773,0.05463182897862233,0.009501187648456057,2,6,1.0,0.0,0.031990521327014215,0.0
236,Ibotta,0.023752969121140145,0.0005994796968668702,1.6489659322553173e-21,0.08087526092276687,0.0015685417987196548,0.0166270783847981,0.007125890736342043,3,8,1.0,0.0,0.011848341232227487,0.0
237,Grab,0.035629453681710214,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.035629453681710214,6,285,1.0,0.0,0.017772511848341232,0.0
238,Zume,0.0166270783847981,8.166766310641437e-05,3.237999974110246e-33,0.05939326890747188,0.0012548115240035573,0.009501187648456057,0.007125890736342043,3,12,1.0,0.0,0.008293838862559242,0.0
239,Rippling,0.0498812351543943,0.0009895682337996553,2.973240618542483e-11,0.19276077022318144,0.0045483573677510295,0.04275534441805226,0.007125890736342043,2,6,1.0,0.0,0.024881516587677725,0.0
240,Pony.ai,0.10451306413301663,0.0026491553099486777,4.407555779552529e-25,0.10354873419006436,0.0023686314451723963,0.06413301662707839,0.040380047505938245,7,81,1.0,0.0,0.052132701421800945,0.0
241,Liquid,0.03800475059382423,0.0,1.2048637999881031e-22,0.08600520457548662,0.0019296627220385778,0.028503562945368172,0.009501187648456057,2,7,1.0,0.0,0.018957345971563982,0.0
242,Zhubajie,0.03800475059382423,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.03800475059382423,6,224,1.0,0.0,0.018957345971563982,0.0
243,Maimai,0.052256532066508314,0.0013506242811468464,4.195931858003514e-37,0.05396741026194708,0.0012750436903740023,0.02137767220902613,0.030878859857482188,8,147,1.0,0.0,0.026066350710900472,0.0
244,Ripple,0.06413301662707839,0.0011671643152810435,1.0217544980840259e-18,0.19109597122966504,0.0046731954470556015,0.05463182897862233,0.009501187648456057,1,4,1.0,0.0,0.031990521327014215,0.0
245,TERMINUS Technology,0.03800475059382423,0.0,7.440661292198219e-24,0.08463215436176097,0.0016492438599917793,0.026128266033254157,0.011876484560570073,2,8,1.0,0.0,0.018957345971563982,0.0
246,Zhaogang,0.0498812351543943,0.0002232419155910643,1.1085071636142831e-41,0.025610874626655063,0.0010247993381406737,0.014251781472684086,0.035629453681710214,6,205,1.0,0.0,0.024881516587677725,0.0
247,Jusfoun Big Data,0.03800475059382423,0.0,2.491000902861107e-26,0.07823742566360942,0.0013650117362941545,0.02137767220902613,0.0166270783847981,8,82,1.0,0.0,0.018957345971563982,0.0
248,FXiaoKe,0.045130641330166275,0.0004163854469249787,1.3980376770979024e-54,0.0053444180522565325,0.0009178605315196019,0.004750593824228029,0.040380047505938245,6,223,1.0,0.0,0.022511848341232227,0.0
249,Bitmain Technologies,0.0997624703087886,0.0024346116720083653,1.4218072384476812e-27,0.10042164361454273,0.0020256979819258873,0.057007125890736345,0.04275534441805226,7,83,1.0,0.0,0.04976303317535545,0.0
250,Changingedu,0.09738717339667459,0.006276016724204311,1.3862624200768647e-38,0.053206650831353924,0.0013635097128631161,0.0332541567695962,0.06413301662707839,5,201,1.0,0.0,0.0485781990521327,0.0
251,Orca Bio,0.035629453681710214,0.00016016163454236066,9.732708404338451e-15,0.19273365692450686,0.004544443697441285,0.0332541567695962,0.0023752969121140144,1,1,1.0,0.0,0.017772511848341232,0.0
252,Netskope,0.06413301662707839,0.003063467673206838,4.386924016996315e-25,0.11355077921325532,0.0014235301444786204,0.023752969121140145,0.040380047505938245,9,102,1.0,0.0,0.031990521327014215,0.0
253,Seismic,0.061757719714964375,0.0029799087319447,6.988717182502318e-24,0.12387738943558423,0.0016745359387623504,0.0332541567695962,0.028503562945368172,9,100,1.0,0.0,0.030805687203791468,0.0
254,Arctic Wolf Networks,0.035629453681710214,0.0,1.0875495063640742e-13,0.19614851696205615,0.007862229321523273,0.035629453681710214,0.0,0,0,1.0,0.0,0.017772511848341232,0.0
255,Horizon Robotics,0.0166270783847981,0.0003761853838202667,3.4071731126568215e-30,0.06096595407759303,0.0009998170151618213,0.007125890736342043,0.009501187648456057,3,9,1.0,0.0,0.008293838862559242,0.0
256,Gong,0.0166270783847981,0.0,2.386703264873092e-06,0.16097644735712446,0.004378384105216193,0.0166270783847981,0.0,0,0,1.0,0.0,0.008293838862559242,0.0
257,Yixia,0.0997624703087886,0.0038174707115579184,3.3270920446923575e-52,0.017490822716475923,0.0012098801720664214,0.0166270783847981,0.0831353919239905,6,250,1.0,0.0,0.04976303317535545,0.0
258,Coursera,0.0665083135391924,0.0015701378137754107,3.1641273470288592e-21,0.1358560051098824,0.0024040247878287183,0.04750593824228029,0.019002375296912115,3,31,1.0,0.0,0.03317535545023697,0.0
259,Rent the Runway,0.030878859857482188,0.0001140182914020715,9.98540139006974e-23,0.08502848570357009,0.0011668521216794397,0.014251781472684086,0.0166270783847981,4,38,1.0,0.0,0.015402843601895734,0.0
260,Gusto,0.06413301662707839,0.003089079902364598,5.696662463502311e-42,0.034480116466171176,0.0013646931577842463,0.019002375296912115,0.045130641330166275,6,181,1.0,0.0,0.031990521327014215,0.0
261,Qumulo,0.026128266033254157,0.0,1.7019662279458029e-15,0.156785921264213,0.002041967400618715,0.02137767220902613,0.004750593824228029,3,7,1.0,0.0,0.013033175355450236,0.0
262,InMobi,0.028503562945368172,0.0,2.2502537939381647e-59,0.0,0.0008156447848967064,0.0,0.028503562945368172,6,297,1.0,0.0,0.014218009478672985,0.0
263,XANT,0.028503562945368172,5.6554688383667e-06,7.920893354662339e-57,0.0023752969121140144,0.0008734158492799548,0.0023752969121140144,0.026128266033254157,6,287,1.0,0.0,0.014218009478672985,0.0
264,Better.com,0.026128266033254157,0.0,3.0186946089074416e-10,0.17445276258925385,0.004198894472799635,0.026128266033254157,0.0,0,0,1.0,0.0,0.013033175355450236,0.0
265,4Paradigm,0.06413301662707839,0.0,5.2768338799801364e-18,0.13626463691348,0.0030176420901993667,0.05463182897862233,0.009501187648456057,7,49,1.0,0.0,0.031990521327014215,0.0
266,100credit,0.06888361045130642,0.0008021339969083436,1.6526607014299349e-31,0.06423579389731408,0.0013287041428498255,0.030878859857482188,0.03800475059382423,7,169,1.0,0.0,0.034360189573459717,0.0
267,YITU Technology,0.0665083135391924,0.0009614297025223392,7.214839790628528e-33,0.06314138781910845,0.0015854741901575613,0.030878859857482188,0.035629453681710214,7,170,1.0,0.0,0.03317535545023697,0.0
268,Kuaigou Dache,0.06413301662707839,0.0,7.027659338008541e-24,0.09221115325982912,0.0017830055926068866,0.04275534441805226,0.02137767220902613,7,76,1.0,0.0,0.031990521327014215,0.0
269,WeLab,0.06413301662707839,0.0,4.065283867068616e-37,0.04311362942714208,0.0010790588519315023,0.02137767220902613,0.04275534441805226,5,190,1.0,0.0,0.031990521327014215,0.0
270,Mia.com,0.07125890736342043,0.00021153024419057667,1.3980376770979024e-54,0.004750593824228029,0.0008654026741831942,0.004750593824228029,0.0665083135391924,6,262,1.0,0.0,0.035545023696682464,0.0
271,Chehaoduo,0.06413301662707839,0.0,2.9439901167007667e-50,0.013196093956188969,0.0009210575483961205,0.009501187648456057,0.05463182897862233,5,229,1.0,0.0,0.031990521327014215,0.0
272,SHEIN,0.10451306413301663,0.010418614812889155,7.312553726030515e-29,0.0809847852603197,0.0022085662286524086,0.052256532066508314,0.052256532066508314,7,161,1.0,0.0,0.052132701421800945,0.0
273,JOLLY Information Technology,0.07125890736342043,0.0015637523412379197,3.572427838692645e-30,0.06596016809793531,0.0014859566323186647,0.035629453681710214,0.035629453681710214,7,165,1.0,0.0,0.035545023696682464,0.0
274,Bytedance,0.07838479809976247,0.0011690291714468843,1.2501956332056531e-46,0.019115484673679448,0.001022129062852593,0.0166270783847981,0.061757719714964375,5,220,1.0,0.0,0.03909952606635071,0.0
275,ASR Microelectronics,0.06888361045130642,0.0,2.706842925247805e-13,0.18461805056592928,0.0081290179034826,0.06888361045130642,0.0,0,0,1.0,0.0,0.034360189573459717,0.0
276,Jiuxian,0.06413301662707839,0.0,7.920893354662339e-57,0.0023752969121140144,0.0008380077775611897,0.0023752969121140144,0.061757719714964375,7,263,1.0,0.0,0.031990521327014215,0.0
277,Leap Motor,0.06413301662707839,0.0,3.793870486811935e-19,0.1346686765332846,0.0025790876721452282,0.052256532066508314,0.011876484560570073,7,50,1.0,0.0,0.031990521327014215,0.0
278,Dingdong Maicai,0.040380047505938245,0.00040843867828937395,2.1927069074934792e-14,0.19269917764991382,0.003887892302378966,0.035629453681710214,0.004750593824228029,1,2,1.0,0.0,0.02014218009478673,0.0
279,Trax,0.004750593824228029,0.0,3.811334312529519e-37,0.03340327854883206,0.0019854467945849587,0.004750593824228029,0.0,0,0,1.0,0.0,0.002369668246445498,0.0
