,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank
IDG Capital Partners,0.004322766570605187,0.0020958868221116057,0.0014869448566877026,0.1552476474677634,0.0017098830330138817
Rhone Capital,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
Passport Capital,0.002881844380403458,0.0,0.009361993745769343,0.18273057262864048,0.0008071052433019092
NextView Ventures,0.008645533141210374,0.0051322471649155495,0.02584746649217549,0.19949575545938977,0.0020880940910920896
SV Angel,0.01296829971181556,0.003450780262077855,0.04608623319029024,0.2107059527271766,0.0025821933073544023
SAIF Partners China,0.005763688760806916,0.0013905963091432163,0.014055863467656223,0.18980949460547314,0.0014293864744169618
Kuang-Chi,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
New Enterprise Associates,0.04899135446685879,0.06403483296851702,0.2037529976938322,0.269012578006,0.010280249901017564
Lux Capital,0.002881844380403458,0.0,0.030167445157153625,0.21241108760473754,0.0007086210763646164
Orange Digital Ventures,0.004322766570605187,0.00026926395511982703,0.006275415645646494,0.17123540613056662,0.0011238599095962196
China Health Industry Investment Fund,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Two Sigma Ventures,0.002881844380403458,0.0,0.0023469300853142423,0.15670412859539273,0.0008999665572155633
Alaska Permanent Fund,0.002881844380403458,0.0,0.0036326382631491553,0.1618815777780599,0.0009327932889350572
Vision Plus Capital,0.002881844380403458,0.0,0.004784748908693753,0.17374523950647563,0.0008119641242108461
Threshold Ventures,0.002881844380403458,0.0,0.0017981644139804386,0.15336860665951416,0.0009120250645119391
Wellington Management,0.005763688760806916,0.00028371774155654583,0.034546010185002245,0.20302275224099225,0.0012003082735298144
Oak HC/FT Partners,0.002881844380403458,0.0,1.9863058700167136e-05,0.11118643920005929,0.0011315941417381287
Industry Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
CMC Capital Partners,0.002881844380403458,0.0,0.02022452501391036,0.20014770237265575,0.0006923474713510969
Salesforce Ventures,0.005763688760806916,0.004183456633024356,0.0021632160114584565,0.15630420312896467,0.0018059839409223003
Nexus Venture Partners,0.011527377521613832,0.002664901094551678,0.0542402225747525,0.22190288741316183,0.002317300654945399
Silicon Valley Bank,0.002881844380403458,0.0,0.002086043054175753,0.15771295345759484,0.0009957117269803102
Summit Partners,0.007204610951008645,0.001992171667051416,0.0362164297399607,0.21590551207767095,0.0016264799526554846
Ford Autonomous Vehicles,0.001440922190201729,0.0,0.0010297109821363478,0.15617134787768633,0.0006056862451289888
Google Ventures,0.037463976945244955,0.03214066872334723,0.21442900271638335,0.2660906455873975,0.007239035860693445
MHS Capital,0.005763688760806916,0.0010218357710456204,0.010771199625638423,0.18540422883763674,0.0013139691589227108
KCK Group,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Revolution Growth,0.002881844380403458,0.0,1.0628760828051467e-13,0.005187319884726225,0.001181643958751841
Xingwang Investment Management,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Thrive Capital,0.011527377521613832,0.004140235627664096,0.04535898674090193,0.21179895190558845,0.0023190490919740344
Zhangjiang Haocheng Venture Capital,0.002881844380403458,0.0,0.0016650047858313463,0.1571733026331035,0.0009645213135518714
Nor-Cal Invest,0.002881844380403458,0.0,0.024739471756424488,0.20540591478825937,0.0007166489571008542
Orient Hontai Capital,0.001440922190201729,0.0,0.0001840281559431184,0.13054038421179254,0.0006637209121985988
Baillie Gifford & Co.,0.005763688760806916,0.004183456633024356,0.04000775401172808,0.2079633172361041,0.0014793405499177643
Motus Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Hopu Investment Management,0.005763688760806916,0.004183456633024356,0.0005189842568083455,0.14404985556887337,0.001965672470784324
Alibaba Entrepreneurs Fund,0.002881844380403458,0.0,0.017465029421346742,0.1964036245623709,0.0008252673990211728
JD Capital Management,0.002881844380403458,0.0,0.004006001264078542,0.16996816908242182,0.0008615177593951145
Learn Capital,0.004322766570605187,0.0,0.03402798895076976,0.20914694453966762,0.00100598891455778
Insight Venture Partners,0.017291066282420747,0.010774787034141631,0.04338440668506265,0.20761083703739883,0.003827665445856966
Just Eat,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
RRE Ventures,0.005763688760806916,0.0003062764133672518,0.025084009237920056,0.19949575545938977,0.0012802356010392633
Dragoneer Investment Group,0.002881844380403458,0.0,0.0062620833997099916,0.175991945189749,0.0008301514984824184
Mithril,0.002881844380403458,0.0,2.9686675906689843e-05,0.11796827658304845,0.0010657255492067818
OLX Group,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Group 11,0.002881844380403458,0.0,0.0033609522427721483,0.1649332053663357,0.0008809546702526913
Canapi Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Atlos Ventures,0.002881844380403458,0.0,0.020168845844192828,0.1915908141586006,0.0007002651111944762
iNovia Capital,0.002881844380403458,0.0,2.9686675906689843e-05,0.11796827658304845,0.0010657255492067818
Trifecta Capital Advisors,0.002881844380403458,0.0,0.0048956914657255005,0.17473665314132,0.0007942773690460126
Lightbank,0.002881844380403458,0.0,0.0185006498711503,0.1966137943050808,0.0008316404611856279
Draper Fisher Jurtson,0.002881844380403458,0.0,0.010314742787604145,0.19000578156990486,0.0007798050060356583
CJ ENM,0.002881844380403458,0.0,0.011815528322667744,0.1889311987435455,0.0008487669406524788
Baseline Ventures,0.002881844380403458,0.0,0.014382831746682204,0.19629870809625852,0.0007001947997986593
SF Holding Co,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Acequia Capital,0.002881844380403458,0.0,0.01028221260664427,0.18700823488864937,0.0008255054366471518
Western Capital Management,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Bedrock Capital,0.002881844380403458,0.0,0.00719950758954385,0.18093115783170655,0.0008203933746565462
Valar Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Volkswagen Group,0.004322766570605187,0.0020958868221116057,0.012368894817620366,0.19874049840789396,0.0013623067265399712
MMC Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Linear Venture,0.008645533141210374,0.0010873844825042768,0.02632183525606877,0.20347241503665334,0.0018708481732757824
RPM Ventures,0.002881844380403458,0.0,0.007321407961650633,0.1812882000770577,0.00072934660467743
Bertelsmann Asia Investments,0.005763688760806916,0.0005077737677589484,0.023768425461869688,0.20324733493152433,0.001312013328156892
American Express Ventures,0.002881844380403458,0.0,0.01552733907961945,0.191291609347317,0.0008067893849320416
Polaris Partners,0.002881844380403458,0.0,0.007076364036416646,0.16981108204999815,0.0007461234887498564
NewView Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Sequoia Capital Israel,0.002881844380403458,0.0,0.0031106247280677703,0.15997874686817412,0.0009301346430259674
Formation Group,0.002881844380403458,0.0,0.006883069713983477,0.18273057262864048,0.0007549484961861352
Aglae Ventures,0.002881844380403458,0.0,0.00203730685343546,0.15191036856395038,0.0008137983461632715
S-Cubed Capital,0.002881844380403458,0.0,0.005710152113362402,0.17760811095031223,0.0008671646123850731
First Round Capital,0.011527377521613832,0.003155923543959332,0.05138329003236365,0.21527309991575624,0.0024110451546207174
Verlinvest,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Forerunner Ventures,0.011527377521613832,0.007365316522551286,0.05862676819535952,0.21718154938309456,0.0024049199551026343
China Fortune Ocean,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
QED Investors,0.005763688760806916,0.004183456633024356,0.02297418139531779,0.20113365164542743,0.001645962785385052
Sound Ventures,0.002881844380403458,0.0,0.00760961508999404,0.17934171867066664,0.0007538481273704192
Notion Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Quantum Energy Partners,0.002881844380403458,0.0,0.00719950758954385,0.18093115783170655,0.0008203933746565462
China Construction Bank,0.002881844380403458,0.0,0.01746502942134674,0.1964036245623709,0.0008252673990211728
Softbank,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Altos Ventures,0.005763688760806916,0.004183456633024356,0.004749231078367992,0.16756551826547925,0.001737842427448356
Shang Qi Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Union Square Ventures,0.017291066282420747,0.01589175079544514,0.051508900950769605,0.21692513669196928,0.003825092270699223
Harrison Metal,0.002881844380403458,0.0,0.01834083822517251,0.19494492390249124,0.0007095337425648118
Causeway Media Partners,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Global Catalyst Partnera,0.002881844380403458,0.0,0.011815528322667744,0.1889311987435455,0.0008487669406524788
IDInvest Partners,0.002881844380403458,0.0,0.002603495138078036,0.15866631327987735,0.0009423363292484856
Clal Industries and Investments,0.001440922190201729,0.0,0.0021419079055487495,0.1589408224724031,0.0005441581332324295
Kaalari Capital,0.002881844380403458,0.0,0.011815528322667744,0.1889311987435455,0.0008487669406524788
GSO Capital Partners,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Tiantu Capital Co.,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Elephant Venture Capital,0.002881844380403458,0.0,0.004654194004957918,0.1744049271742743,0.0008284495240153996
Kleiner Perkins Caulfield & Byers,0.002881844380403458,0.0,0.02088619291025586,0.1989557019795322,0.0007354386132929238
Citi Ventures,0.002881844380403458,0.0,0.008802710460992694,0.178905151682666,0.0007522698935623396
Meituan Dianping,0.002881844380403458,0.0,0.011830875616087902,0.18932054691200204,0.0008471912330901556
Samsung Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Goldstone Investments,0.002881844380403458,0.0,0.0063928288221152645,0.17658394116107445,0.0007696187018199161
SAIF Partners,0.002881844380403458,0.0,0.002927480174623831,0.16833311111140448,0.0008534553935385384
Upfront Ventures,0.005763688760806916,0.006262709432738251,0.02417833869089369,0.20302275224099225,0.0016141081071733305
Zheshang Venture Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Silver Lake Partners,0.001440922190201729,0.0,0.012349083437941812,0.18922305950370547,0.00045581154464199793
Guangdong Technology Financial Group,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Data Collective,0.01440922190201729,0.0026251837172928867,0.06768054049251696,0.21718154938309456,0.0027833246326826365
RedBird Capital Partners,0.002881844380403458,0.0,0.011815528322667744,0.1889311987435455,0.0008487669406524788
Webb Investment Network,0.004322766570605187,0.0020958868221116057,0.002210811248916634,0.15900959825019298,0.0015652168273947052
GS Growth,0.002881844380403458,0.0,0.01654979488753501,0.191291609347317,0.0007868929894370188
Tribeca Venture Partners,0.002881844380403458,0.0,0.015496378344263397,0.18941813482278144,0.0007253281907183607
Hillhouse Capital Management,0.007204610951008645,0.00043451310663486417,0.026004004423578756,0.2023519722225749,0.0016070835048151953
General Catalyst,0.02881844380403458,0.027906127464651338,0.1132348358741322,0.25134827739821886,0.005970122625608248
Rich Land Capital,0.002881844380403458,0.0,0.01746502942134674,0.1964036245623709,0.0008252673990211728
Ribbit Capital,0.01296829971181556,0.0035074317341779837,0.032635365814973255,0.20819896972022434,0.002730981736210456
Times Internet,0.002881844380403458,0.0,0.019687243791416714,0.19269595257272992,0.0006986978215272692
Toscafund Asset Management,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Zhiping Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
FinLab,0.002881844380403458,0.0,1.0628760828051467e-13,0.005187319884726225,0.001181643958751841
NXC,0.001440922190201729,0.0,0.0009906624509876845,0.15017212160040702,0.0006133468569468619
DFJ Growth,0.002881844380403458,0.0,0.017225787902456244,0.1906959945802781,0.0007145599606643544
One Luxury Group,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Trilogy Equity Partners,0.002881844380403458,0.0,0.0017981644139804386,0.15336860665951416,0.0009120250645119391
Norwest Venture Partners,0.018731988472622477,0.011488336753340756,0.03223952066099669,0.21873284616440236,0.004123747109031757
TLV Partners,0.002881844380403458,0.0,0.005797968114847214,0.17276501248528253,0.0007641382316548763
Helion Venture Partners,0.002881844380403458,0.0,0.017813067430651218,0.1989557019795322,0.000745332052127661
Unilever Ventures,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Mitsubishi Corporation,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
V Star Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Iconiq Capital,0.002881844380403458,0.0,0.01388930660815078,0.18738968972778988,0.0008065966540476463
Commerce Ventures,0.002881844380403458,0.0,0.0031106247280677703,0.15997874686817412,0.0009301346430259673
Fosun RZ Capital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
ARCH Venture Partners,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Lightspeed Venture Partners,0.02737752161383285,0.019544479439870435,0.15033275896245443,0.25342840107323855,0.005090021943027778
Social Capital,0.004322766570605187,0.00047403212670091613,0.037674875007969635,0.21464438175011447,0.0009372056540161153
A&NN,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Dell Technologies Capital,0.008645533141210374,0.010062136111159012,0.018990252468323088,0.20761083703739883,0.0019210279445655229
IA Ventures,0.010086455331412104,0.0036656624848125144,0.046820598601529526,0.2178252409935957,0.0021684625189019157
Temasek Holdings,0.017291066282420747,0.011100939210235661,0.07677918090548633,0.23111395066427418,0.0036293996867302405
Menlo Ventures,0.002881844380403458,0.0,0.00835919968057188,0.1754039052774205,0.0007542130419988559
China Renaissance,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Northzone Ventures,0.002881844380403458,0.0,0.02220568024034903,0.1991713721171794,0.0006955104015930386
Mayfair Equity Partners,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Y Combinator,0.02593659942363112,0.013030431445493002,0.15542716989670677,0.24612939153127658,0.004714168713647145
RiverPark Ventures,0.005763688760806916,0.0005192428250908869,0.0031687446993630846,0.16310305439689124,0.001506353629536266
Vattenfall,0.002881844380403458,0.0,0.012289757336989376,0.19863307111145728,0.0008607985155535461
IKEA GreenTech,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Softbank Capital,0.001440922190201729,0.0,1.5838087838964918e-20,0.001440922190201729,0.0014749262536873158
Ford Motor Company,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
Holtzbrinck Ventures,0.002881844380403458,0.0,0.01347039496223248,0.18932054691200204,0.0007920993486103421
ICG,0.0,0.0,1.8880471991258762e-27,0.0,0.0002212389380530974
Sina Weibo Fund,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Shenzhen Qianhe Capital Management Co.,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Sequoia Capital China,0.06340057636887608,0.08470037524644661,0.19231190628845737,0.26861928476330116,0.013117517690505927
O'Connor Ventures,0.002881844380403458,0.0,0.01388930660815078,0.18738968972778988,0.0008065966540476463
Baidu Capital,0.002881844380403458,0.0,0.005379484252934478,0.1721176494408412,0.0007737763029418043
Jinhui Xingye,0.002881844380403458,0.0,0.0016761585089604524,0.1552476474677634,0.0009677310755012182
Opus Capital,0.002881844380403458,0.0,0.012733724646265794,0.18700823488864937,0.0007466058147033106
Borui Capital,0.002881844380403458,0.0,0.005548456917939326,0.17873111943394746,0.0008685762775777961
Ceyuan Ventures,0.002881844380403458,0.0,0.007541490125284356,0.17616068147468647,0.0007659534447318076
Target Global,0.002881844380403458,0.0,0.01028221260664427,0.18700823488864937,0.0008255054366471518
Activant Capital Group,0.002881844380403458,0.0,0.0036326382631491553,0.1618815777780599,0.0009327932889350572
Clermont Group,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Vertex Venture Holdings,0.002881844380403458,0.0,0.015005775753052529,0.1948415596798494,0.0007228882720117979
Founder H Fund,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.0014749262536873158
Essence Financial,0.002881844380403458,0.0,0.00029683851247102715,0.13742377769491249,0.0010423295783295954
Silverlink Capital,0.002881844380403458,0.0,0.007541490125284356,0.17616068147468647,0.0007659534447318076
Moore Strategic Ventures,0.002881844380403458,0.0,0.014842355364554626,0.19381391432288816,0.0007882175267380405
Matrix Partners India,0.004322766570605187,2.8814286901868977e-05,0.04091807872591613,0.21034412224166912,0.0009070990818668876
K2 Global,0.001440922190201729,0.0,3.4531689920663275e-16,0.0025936599423631124,0.000832370174728421
Galaxy Digital,0.002881844380403458,0.0,1.7774676510112385e-16,0.002881844380403458,0.001474926253687316
China Investment Corporation,0.001440922190201729,0.0,0.016960659935826305,0.19650865323860747,0.0004782079828249802
