,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
508,Weee!,0.004004004004004004,4.592307990715327e-05,0.00011292282812829048,0.26006277507730524,0.0003613474004367826,$2.80 ,2021/3/16,United States,"Supply chain, logistics, & delivery","['Goodwater Capital', ' iFly', ' XVC Venture Capital']",2.8,2021-03-16
509,ECARX,0.002002002002002002,5.431808385204369e-07,0.0003277279551079877,0.2511426300013765,0.00021487994874565405,$3.31 ,2020/10/26,China,Auto & transportation,"['Geely', ' SIG Asia Investments', ' China State Capital Venture Capital Fund']",3.31,2020-10-26
510,LaunchDarkly,0.007007007007007007,8.43185720128669e-05,0.0012196167794200304,0.28102387104480614,0.00044669531022859075,$3.00 ,2021/7/28,United States,Internet software & services,"['Uncork Capital', ' Threshold Ventures', ' Bloomberg Beta']",3.0,2021-07-28
511,Mambu,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$5.50 ,2021/1/6,Germany,Fintech,"['Runa Capital', ' Acton Capital Partners', ' Point Nine Capital']",5.5,2021-01-06
512,BitSight Technologies,0.022022022022022022,0.0016339857656020983,0.003696718658823586,0.3220369509853716,0.0009643173146468246,$2.40 ,2021/9/13,United States,Cybersecurity,"['Menlo Ventures', ' GGV Capital', ' Flybridge Capital Partners']",2.4,2021-09-13
513,UISEE Technology,0.002002002002002002,0.0,1.1470491664334805e-05,0.20318224379778366,0.0003930483426773558,$1.08 ,2021/1/25,China,"Supply chain, logistics, & delivery","['Shenzhen Capital Group', ' Robert Bosch Venture Capital', ' SeptWolves Ventures']",1.08,2021-01-25
514,Lamabang,0.014014014014014014,0.0005737886609860905,0.0009489890548131888,0.27018262811620747,0.0007978991694530481,$1.00 ,2015/3/6,China,E-commerce & direct-to-consumer,"['5Y Capital', ' Matrix Partners China', ' K2VC']",1.0,2015-03-06
515,Momenta,0.06406406406406406,0.0010056208793047057,0.012851049058955016,0.33391974063615854,0.0020915295863220737,$1.00 ,2018/10/17,China,Artificial intelligence,"['Sinovation Ventures', ' Tencent Holdings', ' Sequoia Capital China']",1.0,2018-10-17
516,National Stock Exchange of India,0.03403403403403403,0.002478536396191291,0.012968894826798062,0.3336430879927152,0.001183495498198253,$6.50 ,2020/7/1,India,Fintech,"['TA Associates', ' SoftBank Group', ' GS Growth']",6.5,2020-07-01
517,Cityblock Health,0.024024024024024024,0.00105051477325617,0.006732821705364051,0.3412772942433959,0.0008810022126091994,$5.70 ,2020/12/10,United States,Health,"['Thrive Capital', ' Maverick Ventures', ' Redpoint Ventures']",5.7,2020-12-10
518,Thought Machine,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/11/29,United Kingdom,Fintech,"['British Patient Capital', ' SEB Venture Capital', ' IQ Capital']",1.0,2021-11-29
519,Howden Group Holdings,0.026026026026026026,5.44210139145281e-07,0.00545946070039926,0.32075444620247484,0.0009022134371173404,$5.00 ,2020/9/29,United Kingdom,Other,"['General Atlantic', ' 3i Group', ' Huagai Capital']",5.0,2020-09-29
520,Databricks,0.07107107107107107,0.004573826369062995,0.030284717646626404,0.37884027018551947,0.0021837367895488225,$38.00 ,2019/2/5,United States,Data management & analytics,"['Andreessen Horowitz', ' New Enterprise Associates', ' Battery Ventures']",38.0,2019-02-05
521,Traveloka,0.01001001001001001,2.7230959684101266e-07,0.0011226936751005522,0.2777291084187636,0.0006501325579498399,$3.00 ,2017/1/1,Indonesia,Travel,"['Global Founders Capital', ' East Ventures', ' Expedia Inc.']",3.0,2017-01-01
522,Manner,0.023023023023023025,0.002659657874836337,0.006719028706584877,0.3470118114667877,0.000905170452515076,$1.30 ,2020/12/24,China,Other,"['Coatue Management', ' H Capital', ' Capital Today']",1.3,2020-12-24
523,Human Interest,0.005005005005005005,4.6962892864736677e-05,0.0012536266381427857,0.28033916269210385,0.00033663803937042597,$1.00 ,2021/8/4,United States,Fintech,"['Wing Venture Capital', ' Slow Ventures', ' Uncork Capital']",1.0,2021-08-04
524,Leap Motor,0.04504504504504504,1.0227273318863751e-05,0.008494753840205033,0.32371961994148485,0.0013065627974446544,$1.01 ,2018/11/20,China,Auto & transportation,"['Sequoia Capital China', ' Gopher Asset Management', ' Shanghai Electric Group']",1.01,2018-11-20
525,Farmers Business Network,0.025025025025025023,0.0016398054659875587,0.014102183418028373,0.3321296554286245,0.0008826344527073818,$4.00 ,2020/8/3,United States,Other,"['Blackrock', ' Kleiner Perkins Caulfield & Byers', ' Google Ventures']",4.0,2020-08-03
526,Gelato,0.043043043043043044,0.003109239164381003,0.01917316772238338,0.3549644840962602,0.0014976135411193959,$1.00 ,2021/8/16,Norway,E-commerce & direct-to-consumer,"['Greylock Partners', ' Google Ventures', ' BlackRock']",1.0,2021-08-16
527,MX Technologies,0.007007007007007007,0.001208309371645186,0.0019197737120780082,0.2771556828680022,0.0005496429018391086,$1.90 ,2021/1/13,United States,Fintech,"['Point72 Ventures', ' Pelion Venture Partners', ' Commerce Ventures']",1.9,2021-01-13
528,Intarcia Therapeutics,0.02002002002002002,3.7454419660450644e-07,0.006773667424736916,0.3292781743313223,0.000743114900732295,$3.80 ,2014/4/1,United States,Health,"['New Enterprise Associates', ' New Leaf Venture Partners', ' Charter Venture Capital']",3.8,2014-04-01
529,Dataiku,0.015015015015015015,0.0009349533503343757,0.00580888522243052,0.3160967089538518,0.0006788291302518626,$4.60 ,2019/12/4,United States,Internet software & services,"['Alven Capital', ' FirstMark Capital', ' capitalG']",4.6,2019-12-04
530,At-Bay,0.04804804804804805,0.005089702161680772,0.011118909158379268,0.3608487519777842,0.0016867489522274417,$1.35 ,2021/7/27,United States,Fintech,"['Lightspeed Venture Partners', ' Khosla Ventures', ' Munich Re Ventures']",1.35,2021-07-27
531,Zhubajie,0.02102102102102102,2.260808033901343e-06,0.002309957486024128,0.3060085161148991,0.0008058320036489642,$1.61 ,2015/6/16,China,Internet software & services,"['Cybernaut Growth Fund', ' IDG Capital']",1.61,2015-06-16
532,CargoX,0.01001001001001001,0.0001520597449896511,0.00263686571337182,0.3013147827962643,0.0005500492828488219,$1.00 ,2021/10/21,Brazil,"Supply chain, logistics, & delivery","['Valor Capital Group', ' Lightrock', ' Softbank Group']",1.0,2021-10-21
533,Paxos,0.004004004004004004,0.00020967398914079345,2.5805547246847296e-05,0.216859023805712,0.0007615105851953238,$2.40 ,2021/4/29,United States,Fintech,"['Liberty City Ventures', ' RRE Ventures', ' Mithril Capital Management']",2.4,2021-04-29
534,Dapper Labs,0.05305305305305305,0.004140655845384008,0.02377509495167368,0.3629627825211421,0.0016882799293869745,$7.60 ,2021/3/30,Canada,Fintech,"['Union Square Ventures', ' Venrock', ' Andreessen Horowitz']",7.6,2021-03-30
535,Houzz,0.06506506506506507,0.0031978627906868113,0.04201073563022152,0.36810530823327897,0.0018262785166503238,$4.00 ,2014/9/30,United States,E-commerce & direct-to-consumer,"['New Enterprise Associates', ' Sequoia Capital', ' Comcast Ventures']",4.0,2014-09-30
536,Baiwang,0.002002002002002002,0.0,1.1470491664334805e-05,0.20318224379778366,0.0003930483426773558,$1.55 ,2019/3/25,China,Fintech,"['Guozhong Venture Capital Management', ' Shenzhen Capital Group', ' Oriental Fortune Capital']",1.55,2019-03-25
537,Flash Express,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/2/1,Thailand,"Supply chain, logistics, & delivery","['SCB 10X', ' Krungsri Finnovate', ' eWTP Capital']",1.0,2021-02-01
538,News Break,0.026026026026026026,0.0003057255019359303,0.00357064651115122,0.3157249762502604,0.0009932371133980777,$1.00 ,2021/1/7,United States,Internet software & services,"['IDG Capital', ' Francisco Partners', ' ZhenFund']",1.0,2021-01-07
539,JimuBox,0.017017017017017015,0.00058494266258563,0.0017775544515470625,0.28909347251055795,0.0009097080125167823,$1.00 ,2015/4/21,China,Fintech,"['Matrix Partners China', ' Ventech China', ' Shunwei Capital Partners']",1.0,2015-04-21
540,Copado,0.04504504504504504,0.0035237594599130157,0.03212335562649077,0.353872765559936,0.0014820878928568219,$1.20 ,2021/9/13,Spain,Data management & analytics,"['Insight Partners', ' Salesforce Ventures', ' Perpetual Investors']",1.2,2021-09-13
541,Anyscale,0.05105105105105105,0.004709152795035882,0.023112553839454635,0.35449578099225987,0.001614103731743346,$1.00 ,2021/12/7,United States,Artificial intelligence,"['Andreessen Horowitz', ' Intel Capital', ' Foundation Capital']",1.0,2021-12-07
542,Groww,0.07207207207207207,0.0033597057912962505,0.0574753887050338,0.37426320372417027,0.0021905405228047066,$3.00 ,2021/4/7,India,Fintech,"['Tiger Global Management', ' Sequoia Capital India', ' Ribbit Capital']",3.0,2021-04-07
543,Density,0.01901901901901902,0.0006376821478416601,0.002940539356746267,0.3104912931435676,0.0008204925997695,$1.05 ,2021/11/10,United States,Hardware,"['Founders Fund', ' Upfront Ventures', ' 01 Advisors']",1.05,2021-11-10
544,Seismic,0.058058058058058054,0.004891516581458458,0.013195469306124958,0.364771021021021,0.0018063724350737699,$3.00 ,2018/12/18,United States,Internet software & services,"['Jackson Square Ventures', ' General Atlantic', ' Lightspeed Venture Partners']",3.0,2018-12-18
545,TuJia,0.013013013013013013,0.0,0.0014164764006027862,0.3014275503047958,0.000650241793952872,$1.50 ,2015/6/17,China,Travel,"['GGV Capital', ' QiMing Venture Partnersl']",1.5,2015-06-17
546,SaltPay,0.04704704704704705,0.001351805157910263,0.04530011928235823,0.3659311287662037,0.0013556371190046118,$1.00 ,2021/4/23,United Kingdom,Fintech,"['Tiger Global Management', ' Hedosophia']",1.0,2021-04-23
547,Matillion,0.022022022022022022,0.0016620677540356516,0.004486342558464576,0.3278039944706611,0.0009726382989625486,$1.50 ,2021/9/15,United Kingdom,Data management & analytics,"['Scale Venture Partners', ' Sapphire Ventures', ' Battery Ventures']",1.5,2021-09-15
548,Groq,0.006006006006006006,8.732794772325217e-05,0.0018396819216523659,0.286726384625993,0.00039631337829604214,$1.00 ,2021/4/14,United States,Artificial intelligence,"['TDK Ventures', ' Social Capital', ' D1 Capital Partners']",1.0,2021-04-14
549,Outschool,0.04604604604604605,3.3555660887958577e-06,0.045288032710042794,0.3657649475088167,0.0012597602352732028,$3.00 ,2021/4/14,United States,Edtech,"['Uniion Square Ventures', ' Tiger Global Management', ' Lightspeed Venture Capital']",3.0,2021-04-14
550,Carro,0.004004004004004004,0.003670229192803011,0.000264598141632679,0.25658312023396446,0.00068415157500511,$1.00 ,2021/6/14,Singapore,E-commerce & direct-to-consumer,"['SingTel Innov8', ' Alpha JWC Ventures', ' Golden Gate Ventures']",1.0,2021-06-14
551,Razor,0.011011011011011011,0.00015956707798312926,0.0011270316145880139,0.2787865747367305,0.0007244430128294627,$1.00 ,2021/11/8,Germany,Consumer & retail,"['Global Founders Capital', ' 468 Capital', ' Redalpine Venture Partners']",1.0,2021-11-08
552,MURAL,0.08308308308308308,0.003509212595760639,0.07561407560781917,0.39990785224151654,0.002248402766341791,$2.00 ,2021/7/20,United States,Internet software & services,"['Insight Partners', ' Tiger Global Management', ' Gradient Ventures']",2.0,2021-07-20
553,Pat McGrath Labs,0.004004004004004004,0.0,7.965026349422622e-05,0.23117520505580208,0.0004583803526716213,$1.00 ,2018/7/16,United States,Consumer & retail,"['One Luxury Group', ' Eurazeo']",1.0,2018-07-16
554,FirstCry,0.031031031031031032,0.0003623385279847778,0.011369430865908229,0.32793746515244887,0.0009710404651039873,$2.10 ,2020/2/7,India,E-commerce & direct-to-consumer,"['SoftBank Group', ' SAIF Partners India', ' Valiant Capital Partners']",2.1,2020-02-07
555,Aircall,0.007007007007007007,0.0001768027595441504,0.001095635197604411,0.28280000506124103,0.0006345698791710838,$1.00 ,2021/6/23,United States,Internet software & services,"['Balderton Capital', ' Next World Capital', ' Draper Esprit']",1.0,2021-06-23
556,Klaviyo,0.06106106106106106,0.001758869643424423,0.09573606408585714,0.359399560202773,0.001646504870310858,$9.20 ,2020/11/17,United States,Internet software & services,"['Summit Partners', ' Accel', ' Astral Capital']",9.2,2020-11-17
557,SmartAsset,0.003003003003003003,0.00014901015183243363,0.00022547975108259008,0.24843134312597603,0.00048151767462358935,$1.00 ,2021/6/24,United States,Fintech,"['Javelin Venture Partners', ' TTV Capital', ' Peterson Ventures']",1.0,2021-06-24
558,Zwift,0.001001001001001001,0.0,2.714926570438905e-05,0.20588303026953333,0.00025465606734068015,$1.00 ,2020/9/16,United States,E-commerce & direct-to-consumer,"['Novator Partners', ' True', ' Causeway Media Partners']",1.0,2020-09-16
559,YipitData,0.006006006006006006,0.005380129628626624,0.00011753932825748658,0.2505177027727572,0.0010530582338907288,$1.00 ,2021/12/6,United States,Internet software & services,"['RRE Ventures+', ' Highland Capital Partners', ' The Carlyle Group']",1.0,2021-12-06
560,Easyhome,0.011011011011011011,0.0008130553067931251,0.00033465272084030266,0.2710920277396211,0.0009356986026154029,$5.78 ,2018/2/12,China,Consumer & retail,"['Alibaba Group', ' Boyu Capital', ' Borui Capital']",5.78,2018-02-12
561,Pagaya,0.003003003003003003,0.0,0.0005666836571012226,0.2560936134863003,0.0004153500104699363,$2.00 ,2020/6/17,Israel,Fintech,"['Oak HC/FT Partners', ' GF Investments', ' Harvey Golub Family Office']",2.0,2020-06-17
562,Kajabi,0.04904904904904905,0.0007476625660464481,0.046874866397534555,0.36743358321825476,0.0013791984129474229,$2.00 ,2021/5/4,United States,Internet software & services,"['Meritech Capital Partners', ' Tiger Global Management', ' Spectrum Equity']",2.0,2021-05-04
563,Plume,0.043043043043043044,0.00022794256979364038,0.032318435484143385,0.35232476571059246,0.0012354204293847856,$2.60 ,2021/2/23,United States,Internet software & services,"['Insight Partners', ' Jackson Square Ventures', ' Liberty Gloval Ventures']",2.6,2021-02-23
564,Dxy.cn,0.03403403403403403,0.0010554848398314997,0.0066129640218463214,0.32833853013225206,0.0011343815821607801,$1.00 ,2018/4/10,China,Health,"['Tencent Holdings', ' DCM Ventures']",1.0,2018-04-10
565,Mollie,0.008008008008008008,1.5009268488905357e-07,0.005357351131800217,0.2775377031062765,0.0004100178895820465,$6.50 ,2020/9/8,Netherlands,Fintech,['Technology Crossover Ventures'],6.5,2020-09-08
566,Tezign,0.04804804804804805,0.000447902622351876,0.008740302870088224,0.3246329763863017,0.00144941795151988,$1.00 ,2021/11/2,China,Internet software & services,"['Sequoia Capital China', ' Linear Venture', ' Hearst Ventures']",1.0,2021-11-02
567,C6 Bank,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$5.05 ,2020/12/2,Brazil,Fintech,['Credit Suisse'],5.05,2020-12-02
568,WeLab,0.04504504504504504,1.0227273318863751e-05,0.008494753840205033,0.32371961994148485,0.0013065627974446544,$1.00 ,2017/11/8,Hong Kong,Fintech,"['Sequoia Capital China', ' ING', ' Alibaba Entrepreneurs Fund']",1.0,2017-11-08
569,Zetwerk,0.08108108108108109,0.005365220652231542,0.10370885582876269,0.37478567445994154,0.002070077168827193,$2.50 ,2021/8/20,India,Internet software & services,"['Sequoia Capital India', ' Kae Capital', ' Accel']",2.5,2021-08-20
570,HomeLight,0.017017017017017015,0.0008970125330715045,0.002877861097556811,0.3000798861454599,0.0008659743637618033,$1.60 ,2021/9/2,United States,Fintech,"['Zeev Ventures', ' Menlo Ventures', 'Crosslink Capital']",1.6,2021-09-02
571,Promasidor Holdings,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.59 ,2016/11/8,South Africa,Consumer & retail,"['IFC', ' Ajinomoto']",1.59,2016-11-08
572,Outreach,0.011011011011011011,0.0014253840698465264,0.0012986705218248188,0.2861152449074296,0.0007518474205238071,$4.40 ,2019/4/16,United States,Internet software & services,"['Mayfield Fund', ' M12', ' Trinity Ventures']",4.4,2019-04-16
573,Celonis,0.05905905905905906,0.0036876777218963134,0.0937843884709694,0.357644056134287,0.0016110173759508848,$11.00 ,2018/6/26,Germany,Data management & analytics,"['Accel', ' 83North']",11.0,2018-06-26
574,Ximalaya FM,0.003003003003003003,0.00016832441361446003,5.468992773912571e-05,0.23956407329399595,0.0003997007339433835,$1.52 ,2017/9/22,China,Mobile & telecommunications,"['China Creation Ventures', ' Sierra Ventures', ' Xingwang Investment Management']",1.52,2017-09-22
575,Lukka,0.002002002002002002,0.00013288499549044252,4.97400753743131e-05,0.2268134087339945,0.0003737753905814984,$1.30 ,2022/1/14,United States,Fintech,"['Liberty City Ventures', ' Soros Fund Management', ' Summer Capital']",1.3,2022-01-14
576,Banma Network Technologies,0.002002002002002002,0.0,7.971332382590145e-05,0.23271147483802784,0.00034135545060976505,$1.00 ,2018/9/13,China,Auto & transportation,"['Yunfeng Capital', ' SDIC Innovation Investment Management', ' Shang Qi Capital']",1.0,2018-09-13
577,Tradeshift,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$2.70 ,2018/5/30,United States,Fintech,"['Notion Capital', ' Scentan Ventures', ' Kite Ventures']",2.7,2018-05-30
578,Radius Payment Solutions,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.07 ,2017/11/27,United Kingdom,Fintech,['Inflexion Private Equity'],1.07,2017-11-27
579,Fiture,0.04704704704704705,0.0017224035916508095,0.00852192275278353,0.32411042833578046,0.0014594484683304976,$1.00 ,2021/4/14,China,Health,"['Bertelsmann Asia Investments', ' Sequoia Capital China', ' NIO Capital']",1.0,2021-04-14
580,wefox,0.009009009009009009,0.0031330774165422796,0.001133189513026731,0.2611590189411201,0.000817998337287699,$1.65 ,2019/3/5,Germany,Fintech,"['Salesforce Ventures', ' Seedcamp', ' OMERS Ventures']",1.65,2019-03-05
581,Orca Bio,0.037037037037037035,0.0032691800907191336,0.008466927446495782,0.3468623662422112,0.0013835517348733022,$1.00 ,2020/6/17,United States,Health,"['Lightspeed Venture Partners', ' Data Collective', ' 8VC']",1.0,2020-06-17
582,Arctic Wolf Networks,0.03803803803803804,0.0010408632081673318,0.008319253607139176,0.35079025018049403,0.001304060271322866,$4.30 ,2020/10/22,United States,Cybersecurity,"['Lightspeed Venture Partners', ' Redpoint Ventures', ' Viking Global Investors']",4.3,2020-10-22
583,Ynsect,0.006006006006006006,0.00018319305012413318,0.00070126541660604,0.28151499979532135,0.00042200445319321025,$1.00 ,2019/2/21,France,Other,"['Astanor Ventures', ' Upfront Ventures', ' IDInvest Partners']",1.0,2019-02-21
584,Rightway,0.07707707707707707,0.006690879631225991,0.053450974755413834,0.38984240775141066,0.0021939890242424474,$1.10 ,2021/3/30,United States,Health,"['Thrive Capital', ' Khosla Ventures', ' Tiger Global Management']",1.1,2021-03-30
585,Rebel Foods,0.04504504504504504,0.0026413149809166735,0.017947777647259123,0.3649363001424623,0.0013855230158773516,$1.40 ,2021/10/7,India,E-commerce & direct-to-consumer,"['Sequoia Capital India', ' Lightbox Ventures', ' Coatue Management']",1.4,2021-10-07
586,Dune Analytics,0.02002002002002002,3.6511578373119916e-07,0.006614223318475673,0.3412772942433959,0.0007083335957326308,$1.00 ,2022/2/2,Norway,Data management & analytics,"['Multicoin Capital', ' Coatue Management', ' Dragonfly Capital Partners']",1.0,2022-02-02
587,Rapyd,0.035035035035035036,0.0017831532083185484,0.012383448630275103,0.343753484598555,0.0011736077509644151,$8.75 ,2019/12/3,United Kingdom,Fintech,"['Target Global', ' General Catalyst', ' Durable Capital Partners']",8.75,2019-12-03
588,Dream Games,0.029029029029029027,1.7335105597149859e-06,0.016392485470697927,0.3374170148363697,0.0009070933531075752,$2.75 ,2021/6/30,Turkey,Mobile & telecommunications,"['Makers Fund', ' Index Ventures', ' Inova Ventures Participacees']",2.75,2021-06-30
589,BlockFi,0.005005005005005005,5.015035075155316e-07,0.00010398595941497152,0.24208428446480743,0.0005115232150255074,$3.00 ,2021/3/11,United States,Fintech,"['ConsenSys Ventures', ' Valar Ventures', ' PUC']",3.0,2021-03-11
590,Trulioo,0.006006006006006006,3.9511362796384136e-05,0.0027370187183476833,0.3026735867773072,0.0003365545827162187,$1.75 ,2021/6/7,Canada,Cybersecurity,"['Blumberg Capital', ' American Express Ventures', ' BDC Venture Capital']",1.75,2021-06-07
591,Devoted Health,0.050050050050050046,0.0012989892680239231,0.02411816935774495,0.35988132905022985,0.0014904622504126877,$12.60 ,2018/10/16,United States,Health,"['Andreessen Horowitz', ' F-Prime Capital', ' Venrock']",12.6,2018-10-16
592,Whatnot,0.057057057057057055,0.0007498504234131652,0.03864552707887342,0.36394686598030473,0.0015675420737960048,$1.50 ,2021/9/16,United States,E-commerce & direct-to-consumer,"['Y Combinator', ' Andreessen Horowitz', ' Wonder Ventures']",1.5,2021-09-16
593,Epic Games,0.03403403403403403,0.0013088961998859996,0.005408807816584854,0.31266087516087515,0.001306101369276397,$42.00 ,2018/10/26,United States,Other,"['Tencent Holdings', ' KKR', ' Smash Ventures']",42.0,2018-10-26
594,Lenskart,0.004004004004004004,5.799341312472839e-06,0.0024131855487968027,0.2819091405020701,0.00026593068428454217,$2.50 ,2019/12/20,India,E-commerce & direct-to-consumer,"['Chiratae Ventures', ' PremjiInvest', ' Softbank']",2.5,2019-12-20
595,Airbyte,0.06406406406406406,0.0009746155722091251,0.09765478858484118,0.36526730812445096,0.0016395821941963531,$1.50 ,2021/12/17,United States,Internet software & services,"['Accel', ' Benchmark', ' SV Angel']",1.5,2021-12-17
596,Elemy,0.036036036036036036,0.0001982766136016332,0.013735737985724803,0.3452269243096504,0.0010790717922073518,$1.15 ,2021/10/6,United States,Health,"['General Catalyst', ' Bling Capital', ' Felicis Ventures']",1.15,2021-10-06
597,Rappi,0.1011011011011011,0.009907842104135766,0.0619787176930744,0.3993130463135421,0.0027753249134006004,$5.25 ,2018/8/31,Colombia,"Supply chain, logistics, & delivery","['DST Global', ' Andreessen Horowitz', ' Sequoia Capital', ' Redpoint e.ventures']",5.25,2018-08-31
598,Handshake,0.04704704704704705,0.001559555346055178,0.011894084863233468,0.3665973665973666,0.0015513362861159941,$3.50 ,2021/5/12,United States,Internet software & services,"['Kleiner Perkins Caufield & Byers', ' Lightspeed Venture Partners', ' True Ventures']",3.5,2021-05-12
599,Mafengwo,0.04004004004004004,0.007096463641081626,0.006387035377457235,0.34360683208806075,0.0015163211067859403,$2.00 ,2019/5/23,China,Travel,"['Qiming Venture Partners', ' Capital Today', ' General Atlantic']",2.0,2019-05-23
600,Flock Freight,0.026026026026026026,0.0006541461118129561,0.014350191243188844,0.331992751201325,0.0008935846315007833,$1.30 ,2021/10/20,United States,"Supply chain, logistics, & delivery","['SignalFire', ' GLP Capital Partners', ' Google Ventures']",1.3,2021-10-20
601,Uplight,0.001001001001001001,0.0,2.277268973521481e-05,0.19995392612075827,0.0004235699455730861,$1.50 ,2021/3/3,United States,Other,"['Rubicon Technology Partners', ' Max Ventures', ' Inclusive Capital Partners']",1.5,2021-03-03
602,goPuff,0.06506506506506507,0.004167536929167788,0.0947720481410838,0.3697954152499607,0.0017907151602218662,$15.00 ,2020/10/8,United States,E-commerce & direct-to-consumer,"['Accel', ' Softbank Group', ' Anthos Capital']",15.0,2020-10-08
603,Aviatrix,0.014014014014014014,0.0017015626982271504,0.005099447724227398,0.3065909457230355,0.0006977825267365742,$2.00 ,2021/9/8,Santa Clara,Internet software & services,"['Ignition Partners', ' Formation 8', ' CRV']",2.0,2021-09-08
604,Pipe,0.002002002002002002,0.0,0.0005865287000285832,0.2557683119766321,0.0002510253031748747,$2.00 ,2021/5/19,United States,Fintech,"['next47', ' MaC Venture Capital', ' FinVC']",2.0,2021-05-19
605,Whoop,0.005005005005005005,0.0008928150375930402,0.0005674220650559667,0.25674670526439736,0.0005669814288435551,$3.60 ,2020/10/28,United States,E-commerce & direct-to-consumer,"['NextView Ventures', ' Promus Ventures', ' Two Sigma Ventures']",3.6,2020-10-28
606,VideoAmp,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.40 ,2021/10/21,United States,Internet software & services,"['Simon Equity Partners', ' Wavemaker Partners', ' Anthem Venture Partners']",1.4,2021-10-21
607,Guideline,0.009009009009009009,0.00011080027742277992,0.0021677730651492614,0.28909347251055795,0.0006008332115378502,$1.15 ,2021/6/16,United States,Fintech,"['Pelion Venture Partners', ' Foundation Capital', ' Thoma Bravo']",1.15,2021-06-16
608,Womai,0.02702702702702703,0.005630628283363835,0.0024029223848141146,0.30741008183756274,0.0012901134400020917,$1.00 ,2015/10/12,China,E-commerce & direct-to-consumer,"['SAIF Partners China', ' Baidu', ' IDG Capital']",1.0,2015-10-12
609,Emerging Markets Property Group,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2020/4/28,United Arab Emirates,Other,"['OLX Group', ' KCK Group', ' EXOR Seeds']",1.0,2020-04-28
610,Wacai,0.012012012012012012,1.8012745610839932e-05,0.001064326662332242,0.2937324633167084,0.0006357466779806962,$1.00 ,2018/7/18,China,Mobile & telecommunications,"['Qiming Venture Partners', ' China Broadband Capital', ' CDH Investments']",1.0,2018-07-18
611,Tekion,0.035035035035035036,0.0035741707075835813,0.01658923161640489,0.33955076493019154,0.0012646093585649831,$3.50 ,2020/10/21,United States,Internet software & services,"['Airbus Ventures', ' Index Ventures', ' Advent International']",3.5,2020-10-21
612,Minio,0.04204204204204204,0.002192223709166554,0.016453365739111596,0.364440911499735,0.0013054131993915123,$1.00 ,2022/1/26,United States,Data management & analytics,"['General Catalyst', ' Nexus Venture Partners', ' Dell Technologies Capital']",1.0,2022-01-26
613,Commure,0.03203203203203203,1.3012559737054825e-06,0.01227588256613761,0.34302147121567905,0.0009784627022568534,$3.50 ,2021/9/13,United States,Internet software & services,"['General Catalyst', ' HCA Healthcare']",3.5,2021-09-13
614,Darwinbox,0.025025025025025023,2.0245975838295086e-06,0.012406230335664603,0.3141241865890852,0.0009123516008967896,$1.00 ,2022/1/25,India,Internet software & services,"['Lightspeed India Partners', ' Sequoia Capital India', ' Endiya Partners']",1.0,2022-01-25
615,Flexport,0.018018018018018018,0.00022876791194055635,0.003921052129803114,0.3089430051455368,0.0007264436945428508,$3.20 ,2018/4/30,United States,"Supply chain, logistics, & delivery","['Bloomberg Beta', ' Founders Fund', ' First Round Capital']",3.2,2018-04-30
616,Inari,0.001001001001001001,0.0,2.0807161411730035e-53,0.001001001001001001,0.0010828370330265263,$1.20 ,2021/5/12,United States,Other,"['Flagship Pioneering', ' Alexandria Venture Investments', ' Investment Corporation of Dubai']",1.2,2021-05-12
617,China Cloud,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2018/6/11,China,Hardware,"['V Star Capital', ' GF Xinde Investment Management Co.', ' Haitong Leading Capital Management']",1.0,2018-06-11
618,Orchard,0.009009009009009009,0.0003274944608724153,0.002245486097485655,0.29160550847734046,0.0005074903350391912,$1.00 ,2021/9/9,United States,Fintech,"['Accomplice', ' Juxtapose', ' FirstMark Capital']",1.0,2021-09-09
619,Redis Labs,0.011011011011011011,0.0002499224255629858,0.004724620096994461,0.3141241865890852,0.0005105172156386435,$2.00 ,2020/8/25,United States,Data management & analytics,"['Viola Ventures', ' Dell Technologies Capital', ' Bain Capital Ventures']",2.0,2020-08-25
620,PPRO,0.007007007007007007,0.00039562212279675165,0.00015102498738196602,0.24866144316591984,0.0006777275022877244,$1.00 ,2021/1/19,United Kingdom,Fintech,"['Wellington Management', ' Eurazeo', ' Citi Ventures']",1.0,2021-01-19
621,Axtria,0.02702702702702703,0.00037646667405511977,0.01253761520861795,0.33062989097471857,0.0008929759809173322,$1.00 ,2021/5/13,United States,Data management & analytics,"['Helion Venture Partners', ' Bain Capital Tech Opportunities', ' Sequoia Capital India']",1.0,2021-05-13
