,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
305,Meizu Technology,0.009009009009009009,3.212009973476829e-06,0.0001925536237652659,0.2540739477647995,0.0007584136745140851,$4.58 ,2014/7/23,China,Hardware,"['Telling Telecommunication Holding Co.', ' Alibaba Group']",4.58,2014-07-23
306,Chime,0.007007007007007007,0.00022478657849912383,0.0014001507204801098,0.2907633265033987,0.000419814954871603,$25.00 ,2019/3/5,United States,Fintech,"['Forerunner Ventures', ' Crosslink Capital', ' Homebrew']",25.0,2019-03-05
307,Black Unicorn Factory,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$6.10 ,2021/5/20,United States,Other,['Barter Ventures'],6.1,2021-05-20
308,Pattern,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$2.25 ,2021/10/6,United States,Internet software & services,"['Knox Lane', ' Ainge Advisory', ' Carlson Private Capital Partners']",2.25,2021-10-06
309,GoodLeap,0.02002002002002002,3.7454419660450644e-07,0.006773667424736916,0.3292781743313223,0.0007431149007322948,$12.00 ,2021/10/13,United States,Internet software & services,"['New Enterprise Associates', ' BDT Capital Partners', ' Davidson Kempner Capital Management']",12.0,2021-10-13
310,Starry,0.022022022022022022,0.00022471324244798164,0.005564870286629291,0.32371961994148485,0.0008639324832342113,$1.29 ,2018/7/3,United States,Mobile & telecommunications,"['Social Capital', ' Bessemer Venture Partners']",1.29,2018-07-03
311,Pharmapacks,0.003003003003003003,0.0,1.8870522176129773e-06,0.19601226926610232,0.0007273557315951452,$1.10 ,2020/11/12,United States,E-commerce & direct-to-consumer,['The Carlyle Group'],1.1,2020-11-12
312,Cybereason,0.04504504504504504,0.0024304165328550165,0.01676483336763302,0.3449312267299419,0.0014243440520729633,$2.44 ,2019/8/6,United States,Cybersecurity,"['SoftBank Group', ' CRV', ' Spark Capital']",2.44,2019-08-06
313,Einride,0.014014014014014014,0.0010477278054922684,0.003596654817236793,0.3065909457230355,0.000885530031403046,$1.44 ,2021/12/31,Sweden,Auto & transportation,"['Temasek', ' BUILD Capital Partners', ' Northzone Ventures']",1.44,2021-12-31
314,Sentry,0.07907907907907907,0.004819668457313347,0.09975111550588674,0.37530960597130214,0.0021186586526557036,$1.00 ,2021/2/18,United States,Other,"['New Enterprise Associates', ' Accel', ' Bond']",1.0,2021-02-18
315,Esusu,0.03003003003003003,7.385681253384151e-07,0.011343560165687315,0.32621077943070653,0.0009261169796200616,$1.00 ,2022/1/27,United States,Fintech,"['Next Play Ventures', ' Zeal Capital Partners', ' SoftBank Group']",1.0,2022-01-27
316,Netlify,0.06006006006006006,0.00256058916363647,0.026525813105048427,0.37530960597130214,0.001694916729239093,$2.00 ,2021/11/17,United States,Internet software & services,"['Andreessen Horowitz', ' Kleiner Perkins Caufield & Byers', ' EQT Ventures']",2.0,2021-11-17
317,Firefly Aerospace,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/5/4,United States,Other,"['XBTO Ventures', ' Raven One Ventures', ' SK Ventures']",1.0,2021-05-04
318,MindMaze,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2016/1/28,Switzerland,Health,['Hinduja Group'],1.0,2016-01-28
319,Bluecore,0.022022022022022022,0.0015502160779961873,0.008954492723941445,0.3221657657657658,0.0009354939458509843,$1.00 ,2021/8/5,United States,Artificial intelligence,"['FirstMark Capital', ' Georgian Partners', ' Norwest Venture Partners']",1.0,2021-08-05
320,Komodo Health,0.04704704704704705,0.0007642489796062391,0.022673684495462858,0.3541839993027328,0.001340551413641935,$3.30 ,2020/5/22,United States,Health,"['Andreessen Horowitz', ' IA Ventures', ' Felicis Ventures']",3.3,2020-05-22
321,Iodine Software,0.016016016016016016,0.001435518675209843,0.006823550179259203,0.3112111338541014,0.0007977610980040622,$1.00 ,2021/12/1,United States,Data management & analytics,"['Advent International', ' Bain Capital Ventures', ' Silversmith Capital Partners']",1.0,2021-12-01
322,InFarm,0.008008008008008008,0.0018118683087316309,0.003448229426914934,0.301089500715669,0.0005174632139954015,$1.00 ,2021/12/16,Germany,Other,"['Atomico', ' Hanaco Venture Capital', ' TriplePoint Capital']",1.0,2021-12-16
323,Kendra Scott,0.012012012012012012,1.231249306146729e-07,0.00644791532651833,0.31073086975864755,0.0005160505602207982,$1.00 ,2016/12/21,United States,Consumer & retail,"['Berkshire Partners', ' Norwest Venture Partners']",1.0,2016-12-21
324,YunQuNa,0.031031031031031032,0.0030372707890807277,0.009062516769845552,0.3480615446907582,0.0010858135741967235,$1.50 ,2021/6/29,China,"Supply chain, logistics, & delivery","['Source Code Capital', ' Coatue Management', ' DCM Ventures']",1.5,2021-06-29
325,JumpCloud,0.03803803803803804,0.0031734963342688024,0.006469939460829444,0.33254104641387877,0.0014370975680049244,$2.62 ,2021/9/13,United States,Data management & analytics,"['Foundry Group', ' General Atlantic', ' BlackRock']",2.62,2021-09-13
326,Workato,0.025025025025025023,0.001630234483744442,0.005687893999869985,0.33883652268170567,0.0009969784629445249,$5.70 ,2021/1/12,United States,Internet software & services,"['Battery Ventures', ' Storm Ventures', ' Redpoint Ventures']",5.7,2021-01-12
327,Bordrin Motors,0.001001001001001001,0.0,2.0807161411730035e-53,0.001001001001001001,0.0010828370330265263,$1.48 ,2019/6/3,China,Auto & transportation,"['China Grand Prosperity Investment', ' CSC Group']",1.48,2019-06-03
328,Berlin Brands Group,0.003003003003003003,0.0018717976913829879,0.0007123075482944503,0.2641569086305065,0.0005090250730116609,$1.00 ,2021/9/1,Germany,E-commerce & direct-to-consumer,"['Ardian', ' Bain Capital']",1.0,2021-09-01
329,Zipline,0.06506506506506507,0.003944432777450118,0.048486303499518504,0.36877949377949376,0.001961910145062268,$2.80 ,2019/5/20,United States,"Supply chain, logistics, & delivery","['Sequoia Capital', ' Baillie Gifford & Co.', ' Google Ventures']",2.8,2019-05-20
330,6Sense,0.06106106106106106,0.005488793607890703,0.03491547673085371,0.3692867558067008,0.0018691904871994364,$5.20 ,2021/3/30,United States,Artificial intelligence,"['Venrock', ' Battery Ventures', ' Insight Partners']",5.2,2021-03-30
331,Sila Nanotechnologies,0.02702702702702703,0.0010283059146425594,0.0053312370199442355,0.3321296554286245,0.0010283011131390972,$3.30 ,2019/4/16,United States,Other,"['Bessemer Venture Partners', ' Sutter Hill Ventures', ' Matrix Partners']",3.3,2019-04-16
332,Razorpay,0.06706706706706707,0.001580945080314443,0.057855727960327785,0.3692867558067008,0.002007331188975349,$7.50 ,2020/10/11,India,Fintech,"['Sequoia Capital India', ' Tiger Global Management', ' Matrix Partners India']",7.5,2020-10-11
333,Gymshark,0.026026026026026026,5.44210139145281e-07,0.00545946070039926,0.32075444620247484,0.0009022134371173404,$1.45 ,2020/8/14,United Kingdom,E-commerce & direct-to-consumer,['General Atlantic'],1.45,2020-08-14
334,Pristyn Care,0.025025025025025023,7.124613875505461e-06,0.01160845505120683,0.31834561834561836,0.000833512260438953,$1.40 ,2021/12/7,India,Health,"['Sequoia Capital India', ' Hummingbird Ventures', ' Epiq Capital']",1.4,2021-12-07
335,StarkWare,0.04604604604604605,0.0017027139806279567,0.035649758551595606,0.3570099354673823,0.001320879993832383,$2.00 ,2021/11/17,Israel,Cybersecurity,"['Sequoia Capital', ' Paradigm', ' Pantera Capital']",2.0,2021-11-17
336,TangoMe,0.02002002002002002,0.006037337671871015,0.005971538851831667,0.3046196726226983,0.0011618613010398063,$1.10 ,2014/3/20,United States,Mobile & telecommunications,"['Draper Fisher Jurtson', ' Qualcomm Ventures', ' Alibaba Group']",1.1,2014-03-20
337,Mamaearth,0.025025025025025023,7.124613875505461e-06,0.01160845505120683,0.31834561834561836,0.000833512260438953,$1.07 ,2021/12/28,India,E-commerce & direct-to-consumer,"['Fireside Ventures', ' Sequoia Capital India', ' Stellaris Venture Partners']",1.07,2021-12-28
338,Merama,0.012012012012012012,0.0010101618432865871,0.0014071285187474056,0.2922403535611083,0.0008974623050600117,$1.20 ,2021/12/9,Mexico,E-commerce & direct-to-consumer,"['SoftBank Latin America Fund', ' Advent International', ' Balderton Capital']",1.2,2021-12-09
339,Amount,0.004004004004004004,0.000407559368472791,6.366807304770249e-05,0.23150744881127175,0.0006816815528241267,$1.00 ,2021/5/17,United States,Fintech,"['Invus Group', ' Hanaco Venture Capital', ' WestCap Group']",1.0,2021-05-17
340,Boom Supersonic,0.022022022022022022,0.0004471427377268966,0.01859800473564245,0.32294082374274835,0.0007431454296160146,$1.00 ,2020/12/16,United States,Other,"['WRVI Capital', ' Caffeinated Capital', ' Y Combinator']",1.0,2020-12-16
341,Hesai Tech,0.012012012012012012,0.0009997518734022831,0.0009160568994113022,0.2931978210463831,0.0006540551363342975,$1.05 ,2020/8/1,China,Artificial intelligence,"['Lightspeed China Partners', ' Baidu Ventures', ' Qiming Venture Partners']",1.05,2020-08-01
342,Astranis Space Technologies,0.04204204204204204,1.2665477339340756e-05,0.02177305312987443,0.35217071028177277,0.0012458291900078497,$1.40 ,2021/4/14,United States,Mobile & telecommunications,"['Refactor Capital', ' Andreessen Horowitz', ' Fifty Years Fund']",1.4,2021-04-14
343,BetterUp,0.035035035035035036,0.0018087607062623279,0.007506083075121384,0.3431676243776798,0.0012837852790675546,$4.70 ,2021/2/25,United States,Internet software & services,"['Threshold Ventures', ' Lightspeed Venture Partners', ' Crosslink Capital']",4.7,2021-02-25
344,Webflow,0.06506506506506507,0.0021623073518038747,0.09579645678873952,0.36230967809915177,0.0017065906447470303,$2.10 ,2021/1/13,United States,Internet software & services,"['Accel', ' Silversmith Capital Partners', ' capitalG']",2.1,2021-01-13
345,Digital Currency Group,0.02002002002002002,0.0011805961303730317,0.006801296598736385,0.32320000578427543,0.0008670984618057995,$10.00 ,2021/11/1,United States,Fintech,"['Ribbit Capital', ' capitalG', ' Softbank Group']",10.0,2021-11-01
346,1Password,0.056056056056056056,3.6645596150076184e-06,0.09368875114305394,0.35622043981177104,0.0013929474388534727,$6.80 ,2021/7/8,Canada,Cybersecurity,"['Slack Fund', ' Accel', ' Skip Capital']",6.8,2021-07-08
347,Contrast Security,0.03803803803803804,0.0020134328076856283,0.01284826109757846,0.3500279940957907,0.0012271924962017765,$1.00 ,2021/11/9,United States,Cybersecurity,"['Acero Capital', ' General Catalyst', ' M12']",1.0,2021-11-09
348,Vice Media,0.008008008008008008,1.5009268488905357e-07,0.005357351131800217,0.2775377031062765,0.0004100178895820465,$5.70 ,2011/4/2,United States,Internet software & services,"['Technology Crossover Ventures', ' A&E Television Networks']",5.7,2011-04-02
349,TELD,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.12 ,2019/12/16,China,Fintech,"['China Reform Fund', ' Gaopeng Capital', ' Jinhui Xingye']",1.12,2019-12-16
350,SparkCognition,0.009009009009009009,0.0008292268413593869,0.0019076588564218833,0.2967628645594747,0.0005765109515476862,$1.40 ,2022/1/25,United States,Artificial intelligence,"['March Capital Partners', ' Temasek', ' Doha Venture Capital']",1.4,2022-01-25
351,Dremio,0.04804804804804805,0.0025801906288025925,0.01423969686853556,0.36182139012327685,0.001640174476335291,$2.00 ,2021/1/6,United States,Data management & analytics,"['Lightspeed Venture Partners', ' Redpoint Ventures', ' Norwest Venture Partners']",2.0,2021-01-06
352,Matrixport,0.031031031031031032,0.002614779344379981,0.007825676137094704,0.3543398215637547,0.0011383429835974683,$1.00 ,2021/6/1,Singapore,Fintech,"['Dragonfly Captial', ' Qiming Venture Partners', ' DST Global']",1.0,2021-06-01
353,Flink,0.008008008008008008,0.0005526923447039266,0.0030301234355554485,0.30358628511662816,0.0005296108416130364,$2.85 ,2021/12/1,Germany,E-commerce & direct-to-consumer,"['Mubadala Capital', ' Bond', ' Prosus Ventures']",2.85,2021-12-01
354,Cockroach Labs,0.03803803803803804,0.0018094740294593563,0.02099404191347221,0.35653581868721307,0.0012151816899017745,$5.00 ,2021/1/12,United States,Data management & analytics,"['Google Ventures', ' Benchmark', ' FirstMark Capital']",5.0,2021-01-12
355,Axonius,0.02002002002002002,1.4307458316442279e-06,0.004019008331182765,0.3131471284659465,0.0007853095134932942,$1.20 ,2021/3/1,United States,Cybersecurity,"['Vertex Ventures Israel', ' Bessemer Venture Partners', ' Emerge']",1.2,2021-03-01
356,STORD,0.015015015015015015,3.3171875148236303e-06,0.0025642186604554924,0.30741008183756274,0.0006232862933152162,$1.13 ,2021/9/13,United States,"Supply chain, logistics, & delivery","['Dynamo VC', ' Susa Ventures', ' Founders Fund']",1.13,2021-09-13
357,Il Makiage,0.003003003003003003,6.981742229577315e-05,0.00012081374259354327,0.252164813529873,0.0004249377874632628,$1.50 ,2022/1/10,United States,E-commerce & direct-to-consumer,"['L Catterton', ' Franklin Templeton', ' First Light Capital Group']",1.5,2022-01-10
358,Snapdeal,0.011011011011011011,0.0009075242518187215,0.00044502423971093266,0.272467663874971,0.0008450654691660867,$1.00 ,2014/5/21,India,E-commerce & direct-to-consumer,"['SoftBankGroup', ' Blackrock', ' Alibaba Group']",1.0,2014-05-21
359,Rec Room,0.06806806806806806,0.0011256808495975167,0.05135325384572573,0.36460589154115636,0.0019494794282683735,$3.50 ,2021/3/23,United States,Internet software & services,"['First Round Capital', ' Sequoia Capital', ' Index Ventures']",3.5,2021-03-23
360,Loadsmart,0.009009009009009009,4.7762238811003e-08,0.000899451042728736,0.2817119322890571,0.0005120119127018446,$1.30 ,2022/2/1,United States,"Supply chain, logistics, & delivery","['Chromo Invest', ' Maersk Growth', ' BlackRock']",1.3,2022-02-01
361,iCarbonX,0.006006006006006006,0.0,0.001114770131738713,0.28082789902873584,0.00041949723241360687,$1.00 ,2016/4/12,China,Artificial intelligence,"['Tencent', ' Vcanbio']",1.0,2016-04-12
362,Chainalysis,0.057057057057057055,0.000244996861549237,0.09381219108916465,0.3592392570983115,0.001423406821958144,$4.20 ,2020/11/23,United States,Fintech,"['Addition', ' Benhcmark', ' Accel']",4.2,2020-11-23
363,Greensill,0.05305305305305305,0.0015541206878957406,0.016549545438609047,0.35402831402831403,0.0016709180793746906,$4.00 ,2018/7/16,United Kingdom,Fintech,"['SoftBank Group', ' General Atlantic']",4.0,2018-07-16
364,Glossier,0.02702702702702703,0.0010889581645329217,0.013518734985621634,0.3399807574564856,0.0009491663340127068,$1.20 ,2019/3/19,United States,Consumer & retail,"['Forerunner Ventures', ' Institutional Venture Partners', ' Thrive Capital']",1.2,2019-03-19
365,GupShup,0.011011011011011011,0.0001283604916508451,0.00450444176262646,0.30485027040666707,0.00048340235173923005,$1.40 ,2021/4/8,United States,Internet software & services,"['Helion Venture Partners', ' Tiger Global management', ' CRV']",1.4,2021-04-08
366,ONE,0.009009009009009009,0.0011830926310213165,0.001907570151337784,0.295564922720886,0.0005900236056138354,$1.00 ,2021/12/8,Singapore,Internet software & services,"['Temasek', ' Guggenheim Investments', ' Qatar Investment Authority']",1.0,2021-12-08
367,Avant,0.003003003003003003,0.0020629200739458423,0.0005471738124775051,0.25471676610196536,0.0005569541897834027,$2.00 ,2012/12/17,United States,Artificial intelligence,"['RRE Ventures', ' Tiger Global', ' August Capital']",2.0,2012-12-17
368,Mercury,0.06006006006006006,0.0018113349423828646,0.02791580940727253,0.3781288330584105,0.001761021900187303,$1.60 ,2021/7/3,United States,Fintech,"['Andreessen Horowitz', ' Coatue Management', ' Clocktower Technology Ventures']",1.6,2021-07-03
369,Papaya Global,0.05905905905905906,0.002918161012903908,0.03496760753407705,0.3667643052888955,0.0017781254762294456,$3.70 ,2021/3/4,United States,Internet software & services,"['Bessemer Venture Partners', ' Insight Partners', ' New Era Ventures']",3.7,2021-03-04
370,VAST Data,0.031031031031031032,0.0030342907792032833,0.00908553043047836,0.34641480189867285,0.0011802340888491295,$3.70 ,2020/4/16,United States,Data management & analytics,"['Norwest Venture Partners', ' Goldman Sachs', ' Dell Technologies Capital']",3.7,2020-04-16
371,Shift Technology,0.05305305305305305,0.0018966885240174838,0.024070076311094524,0.36329021849996135,0.0015964557954896703,$1.00 ,2021/5/5,France,Artificial intelligence,"['Griffin Gaming Partners', ' Andreessen Horowitz', ' Battery Ventures']",1.0,2021-05-05
372,Spinny,0.03203203203203203,1.3012559737054825e-06,0.01227588256613761,0.34302147121567905,0.0009784627022568534,$1.75 ,2021/11/24,India,E-commerce & direct-to-consumer,"['General Catalyst', ' Eleation Capital', ' Avenir Growth Capital']",1.75,2021-11-24
373,Vedantu,0.0990990990990991,0.004186358921934613,0.13711366093707306,0.4005044328266606,0.0025204802117262245,$1.00 ,2021/9/29,India,Edtech,"['Accel', ' Tiger Global Management', ' Omidyar Network']",1.0,2021-09-29
374,JoyTunes,0.04504504504504504,0.0012104519416281138,0.03322375225891148,0.3541839993027328,0.001338612288380152,$1.00 ,2021/6/21,Israel,Edtech,"['Genesis Partners', ' Aleph', ' Insight Partners']",1.0,2021-06-21
375,Masterworks,0.005005005005005005,7.269799370433187e-05,0.00027482206293373714,0.2606519140499723,0.0004279133717040871,$1.00 ,2021/10/5,United States,Fintech,"['Left Lane Capital', ' Galaxy Interactive', ' Tru Arrow Partners']",1.0,2021-10-05
376,Faire,0.06306306306306306,0.003362066957781105,0.039195526571752556,0.36844209259579797,0.0017719652953797217,$12.40 ,2019/10/30,United States,Artificial intelligence,"['Khosla Ventures', ' Forerunner Ventures', ' Sequoia Capital']",12.4,2019-10-30
377,LEAD School,0.002002002002002002,4.656138997854541e-06,0.00012594009332312674,0.2495861216034752,0.0002590432582951314,$1.10 ,2022/1/13,India,Edtech,"['WestBridge Capital', ' GSV Ventures', ' Elevar Equity']",1.1,2022-01-13
